proteinid,method,start,end,length,rna_class,position,signature,uniprot_accession,measurement_protein_id,frac_A,frac_C,frac_D,frac_E,frac_F,frac_G,frac_H,frac_I,frac_K,frac_L,frac_M,frac_N,frac_P,frac_Q,frac_R,frac_S,frac_T,frac_V,frac_W,frac_Y,frac_polar,frac_hydrophobic,frac_strong_hydro,frac_aromatic,frac_disorder,frac_positive,frac_negative,fcr,ncpr,frac_GS,uniprot_length,coverage_per_lcr
Q6PKG0|ensembl_protein_id=ENSP00000336721|entry=LARP1_HUMAN|source=pfam27|protein_name=La-related,SEG,337,356,20,mRNA,domain_adjacent,rg_rgg_repeat_region,Q6PKG0|ensembl_protein_id=ENSP00000336721|entry=LARP1_HUMAN|source=pfam27|protein_name=La-related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13523|ensembl_protein_id=ENSP00000337194|entry=PRP4K_HUMAN|source=pfam27|protein_name=Serine/threonine-protein,SEG,40,60,21,snRNA,unclassified_no_pfam,basic_enriched_region,Q13523|ensembl_protein_id=ENSP00000337194|entry=PRP4K_HUMAN|source=pfam27|protein_name=Serine/threonine-protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13523|ensembl_protein_id=ENSP00000337194|entry=PRP4K_HUMAN|source=pfam27|protein_name=Serine/threonine-protein,SEG,63,78,16,snRNA,unclassified_no_pfam,basic_enriched_region,Q13523|ensembl_protein_id=ENSP00000337194|entry=PRP4K_HUMAN|source=pfam27|protein_name=Serine/threonine-protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13523|ensembl_protein_id=ENSP00000337194|entry=PRP4K_HUMAN|source=pfam27|protein_name=Serine/threonine-protein,SEG,447,472,26,snRNA,unclassified_no_pfam,sr_rs_repeat_region,Q13523|ensembl_protein_id=ENSP00000337194|entry=PRP4K_HUMAN|source=pfam27|protein_name=Serine/threonine-protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13523|ensembl_protein_id=ENSP00000337194|entry=PRP4K_HUMAN|source=pfam27|protein_name=Serine/threonine-protein,SEG,468,496,29,snRNA,unclassified_no_pfam,sr_rs_repeat_region,Q13523|ensembl_protein_id=ENSP00000337194|entry=PRP4K_HUMAN|source=pfam27|protein_name=Serine/threonine-protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9Y388|ensembl_protein_id=ENSP00000339090|entry=RBMX2_HUMAN|source=pfam27;pfam38|protein_name=RNA-binding,SEG,155,173,19,mRNA,domain_adjacent,basic_enriched_region,Q9Y388|ensembl_protein_id=ENSP00000339090|entry=RBMX2_HUMAN|source=pfam27;pfam38|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q86U06|ensembl_protein_id=ENSP00000339220|entry=RBM23_HUMAN|source=pfam27|protein_name=Probable,SEG,384,399,16,mRNA,domain_adjacent,disorder_rich_spacer_region,Q86U06|ensembl_protein_id=ENSP00000339220|entry=RBM23_HUMAN|source=pfam27|protein_name=Probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P06748|ensembl_protein_id=ENSP00000341168|entry=NPM_HUMAN|source=pfam27|protein_name=Nucleophosmin,SEG,158,187,30,pre-rRNA,domain_adjacent,acidic_region,P06748|ensembl_protein_id=ENSP00000341168|entry=NPM_HUMAN|source=pfam27|protein_name=Nucleophosmin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13485|ensembl_protein_id=ENSP00000341551|entry=SMAD4_HUMAN|source=pfam27|protein_name=SMAD,SEG,445,465,21,ncRNA,unclassified_no_pfam,disorder_rich_spacer_region,Q13485|ensembl_protein_id=ENSP00000341551|entry=SMAD4_HUMAN|source=pfam27|protein_name=SMAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q04637|ensembl_protein_id=ENSP00000343450|entry=IF4G1_HUMAN|source=pfam27|protein_name=Eukaryotic,SEG,453,476,24,mRNA,distal_terminal,acidic_region,Q04637|ensembl_protein_id=ENSP00000343450|entry=IF4G1_HUMAN|source=pfam27|protein_name=Eukaryotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96MT3|ensembl_protein_id=ENSP00000345064|entry=PRIC1_HUMAN|source=pfam38|protein_name=Prickle-like,SEG,756,774,19,unknown,unclassified_no_pfam,acidic_region,Q96MT3|ensembl_protein_id=ENSP00000345064|entry=PRIC1_HUMAN|source=pfam38|protein_name=Prickle-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UJV8|ensembl_protein_id=ENSP00000345168|entry=PURG_HUMAN|source=pfam27|protein_name=Purine-rich,SEG,4,16,13,mRNA,domain_adjacent,rg_rgg_repeat_region,Q9UJV8|ensembl_protein_id=ENSP00000345168|entry=PURG_HUMAN|source=pfam27|protein_name=Purine-rich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14157|ensembl_protein_id=ENSP00000345308|entry=UBP2L_HUMAN|source=pfam27|protein_name=Ubiquitin-associated,SEG,171,189,19,mRNA,unclassified_no_pfam,rg_rgg_repeat_region,Q14157|ensembl_protein_id=ENSP00000345308|entry=UBP2L_HUMAN|source=pfam27|protein_name=Ubiquitin-associated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8WW36|ensembl_protein_id=ENSP00000345633|entry=ZCH13_HUMAN|source=pfam27|protein_name=Zinc,SEG,20,34,15,mRNA,domain_adjacent,arginine_rich_rna_contact_region,Q8WW36|ensembl_protein_id=ENSP00000345633|entry=ZCH13_HUMAN|source=pfam27|protein_name=Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P22626|ensembl_protein_id=ENSP00000346694|entry=ROA2_HUMAN|source=pfam27|protein_name=Heterogeneous,SEG,256,276,21,mRNA,interdomain_linker,aromatic_sticker_region,P22626|ensembl_protein_id=ENSP00000346694|entry=ROA2_HUMAN|source=pfam27|protein_name=Heterogeneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18583|ensembl_protein_id=ENSP00000348984|entry=SON_HUMAN|source=pfam27|protein_name=Protein,SEG,105,129,25,mRNA,distal_terminal,basic_enriched_region,P18583|ensembl_protein_id=ENSP00000348984|entry=SON_HUMAN|source=pfam27|protein_name=Protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18583|ensembl_protein_id=ENSP00000348984|entry=SON_HUMAN|source=pfam27|protein_name=Protein,SEG,1857,1884,28,mRNA,distal_terminal,sr_rs_repeat_region,P18583|ensembl_protein_id=ENSP00000348984|entry=SON_HUMAN|source=pfam27|protein_name=Protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P23246|ensembl_protein_id=ENSP00000349748|entry=SFPQ_HUMAN|source=pfam27|protein_name=Splicing,SEG,8,26,19,mRNA,distal_terminal,rg_rgg_repeat_region,P23246|ensembl_protein_id=ENSP00000349748|entry=SFPQ_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P23246|ensembl_protein_id=ENSP00000349748|entry=SFPQ_HUMAN|source=pfam27|protein_name=Splicing,SEG,57,103,47,mRNA,distal_terminal,aromatic_sticker_region,P23246|ensembl_protein_id=ENSP00000349748|entry=SFPQ_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P78362|ensembl_protein_id=ENSP00000349863|entry=SRPK2_HUMAN|source=pfam27|protein_name=SRSF,SEG,20,47,28,mRNA,unclassified_no_pfam,disorder_rich_spacer_region,P78362|ensembl_protein_id=ENSP00000349863|entry=SRPK2_HUMAN|source=pfam27|protein_name=SRSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O75179|ensembl_protein_id=ENSP00000351416|entry=ANR17_HUMAN|source=pfam27|protein_name=Ankyrin,SEG,87,115,29,unknown,distal_terminal,gs_rich_neutral_region,O75179|ensembl_protein_id=ENSP00000351416|entry=ANR17_HUMAN|source=pfam27|protein_name=Ankyrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O75179|ensembl_protein_id=ENSP00000351416|entry=ANR17_HUMAN|source=pfam27|protein_name=Ankyrin,SEG,112,133,22,unknown,distal_terminal,acidic_region,O75179|ensembl_protein_id=ENSP00000351416|entry=ANR17_HUMAN|source=pfam27|protein_name=Ankyrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6P2E9|ensembl_protein_id=ENSP00000351811|entry=EDC4_HUMAN|source=pfam27|protein_name=Enhancer,SEG,610,628,19,mRNA,unclassified_no_pfam,disorder_rich_spacer_region,Q6P2E9|ensembl_protein_id=ENSP00000351811|entry=EDC4_HUMAN|source=pfam27|protein_name=Enhancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NTZ6|ensembl_protein_id=ENSP00000352668|entry=RBM12_HUMAN|source=pfam27;pfam38|protein_name=RNA-binding,SEG,204,233,30,mRNA,interdomain_linker,disorder_rich_spacer_region,Q9NTZ6|ensembl_protein_id=ENSP00000352668|entry=RBM12_HUMAN|source=pfam27;pfam38|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9H7N4|ensembl_protein_id=ENSP00000353769|entry=SFR19_HUMAN|source=pfam27|protein_name=Splicing,SEG,183,222,40,mRNA,unclassified_no_pfam,disorder_rich_spacer_region,Q9H7N4|ensembl_protein_id=ENSP00000353769|entry=SFR19_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9H7N4|ensembl_protein_id=ENSP00000353769|entry=SFR19_HUMAN|source=pfam27|protein_name=Splicing,SEG,267,287,21,mRNA,unclassified_no_pfam,acidic_region,Q9H7N4|ensembl_protein_id=ENSP00000353769|entry=SFR19_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9H7N4|ensembl_protein_id=ENSP00000353769|entry=SFR19_HUMAN|source=pfam27|protein_name=Splicing,SEG,565,593,29,mRNA,unclassified_no_pfam,sr_rs_repeat_region,Q9H7N4|ensembl_protein_id=ENSP00000353769|entry=SFR19_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9H7N4|ensembl_protein_id=ENSP00000353769|entry=SFR19_HUMAN|source=pfam27|protein_name=Splicing,SEG,596,613,18,mRNA,unclassified_no_pfam,sr_rs_repeat_region,Q9H7N4|ensembl_protein_id=ENSP00000353769|entry=SFR19_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9H7N4|ensembl_protein_id=ENSP00000353769|entry=SFR19_HUMAN|source=pfam27|protein_name=Splicing,SEG,776,789,14,mRNA,unclassified_no_pfam,unmapped_physicochemical_properties,Q9H7N4|ensembl_protein_id=ENSP00000353769|entry=SFR19_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9H7N4|ensembl_protein_id=ENSP00000353769|entry=SFR19_HUMAN|source=pfam27|protein_name=Splicing,SEG,813,827,15,mRNA,unclassified_no_pfam,gs_rich_neutral_region,Q9H7N4|ensembl_protein_id=ENSP00000353769|entry=SFR19_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9H7N4|ensembl_protein_id=ENSP00000353769|entry=SFR19_HUMAN|source=pfam27|protein_name=Splicing,SEG,1021,1038,18,mRNA,unclassified_no_pfam,acidic_region,Q9H7N4|ensembl_protein_id=ENSP00000353769|entry=SFR19_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8IWZ3|ensembl_protein_id=ENSP00000354085|entry=ANKH1_HUMAN|source=pfam27|protein_name=Ankyrin,SEG,53,70,18,unknown,distal_terminal,gs_rich_neutral_region,Q8IWZ3|ensembl_protein_id=ENSP00000354085|entry=ANKH1_HUMAN|source=pfam27|protein_name=Ankyrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8IWZ3|ensembl_protein_id=ENSP00000354085|entry=ANKH1_HUMAN|source=pfam27|protein_name=Ankyrin,SEG,1451,1472,22,unknown,distal_terminal,arginine_rich_rna_contact_region,Q8IWZ3|ensembl_protein_id=ENSP00000354085|entry=ANKH1_HUMAN|source=pfam27|protein_name=Ankyrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P49760|ensembl_protein_id=ENSP00000354856|entry=CLK2_HUMAN|source=pfam27|protein_name=Dual,SEG,108,125,18,mRNA,unclassified_no_pfam,sr_rs_repeat_region,P49760|ensembl_protein_id=ENSP00000354856|entry=CLK2_HUMAN|source=pfam27|protein_name=Dual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NVH2|ensembl_protein_id=ENSP00000355961|entry=INT7_HUMAN|source=pfam27|protein_name=Integrator,SEG,941,954,14,snRNA,unclassified_no_pfam,disorder_rich_spacer_region,Q9NVH2|ensembl_protein_id=ENSP00000355961|entry=INT7_HUMAN|source=pfam27|protein_name=Integrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UPN6|ensembl_protein_id=ENSP00000356154|entry=SCAF8_HUMAN|source=pfam27|protein_name=SR-related,SEG,687,711,25,mRNA,distal_terminal,disorder_rich_spacer_region,Q9UPN6|ensembl_protein_id=ENSP00000356154|entry=SCAF8_HUMAN|source=pfam27|protein_name=SR-related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P12270|ensembl_protein_id=ENSP00000356448|entry=TPR_HUMAN|source=pfam27|protein_name=Nucleoprotein,SEG,1960,1977,18,mRNA,distal_terminal,acidic_region,P12270|ensembl_protein_id=ENSP00000356448|entry=TPR_HUMAN|source=pfam27|protein_name=Nucleoprotein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q08211|ensembl_protein_id=ENSP00000356520|entry=DHX9_HUMAN|source=pfam27;pfam38|protein_name=ATP-dependent,SEG,1175,1201,27,ncRNA,distal_terminal,gs_rich_neutral_region,Q08211|ensembl_protein_id=ENSP00000356520|entry=DHX9_HUMAN|source=pfam27;pfam38|protein_name=ATP-dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9Y3Y2|ensembl_protein_id=ENSP00000357683|entry=CHTOP_HUMAN|source=pfam27|protein_name=Chromatin,SEG,171,203,33,mRNA,unclassified_no_pfam,rg_rgg_repeat_region,Q9Y3Y2|ensembl_protein_id=ENSP00000357683|entry=CHTOP_HUMAN|source=pfam27|protein_name=Chromatin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14152|ensembl_protein_id=ENSP00000358140|entry=EIF3A_HUMAN|source=pfam27|protein_name=Eukaryotic,SEG,1259,1295,37,mRNA,unclassified_no_pfam,unmapped_physicochemical_properties,Q14152|ensembl_protein_id=ENSP00000358140|entry=EIF3A_HUMAN|source=pfam27|protein_name=Eukaryotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T481|ensembl_protein_id=ENSP00000358532|entry=RBM20_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,41,54,14,mRNA,unclassified_no_pfam,disorder_rich_spacer_region,Q5T481|ensembl_protein_id=ENSP00000358532|entry=RBM20_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96IP4|ensembl_protein_id=ENSP00000358769|entry=TET5A_HUMAN|source=pfam27|protein_name=Terminal,SEG,23,49,27,unknown,domain_adjacent,aromatic_sticker_region,Q96IP4|ensembl_protein_id=ENSP00000358769|entry=TET5A_HUMAN|source=pfam27|protein_name=Terminal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A0A0MRM9|ensembl_protein_id=ENSP00000359024|entry=A0A0A0MRM9_HUMAN|source=pfam27|protein_name=Nucleolar,SEG,214,228,15,snoRNA,distal_terminal,disorder_rich_spacer_region,A0A0A0MRM9|ensembl_protein_id=ENSP00000359024|entry=A0A0A0MRM9_HUMAN|source=pfam27|protein_name=Nucleolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A0A0MRM9|ensembl_protein_id=ENSP00000359024|entry=A0A0A0MRM9_HUMAN|source=pfam27|protein_name=Nucleolar,SEG,328,344,17,snoRNA,distal_terminal,acidic_region,A0A0A0MRM9|ensembl_protein_id=ENSP00000359024|entry=A0A0A0MRM9_HUMAN|source=pfam27|protein_name=Nucleolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A0A0MRM9|ensembl_protein_id=ENSP00000359024|entry=A0A0A0MRM9_HUMAN|source=pfam27|protein_name=Nucleolar,SEG,368,383,16,snoRNA,distal_terminal,acidic_region,A0A0A0MRM9|ensembl_protein_id=ENSP00000359024|entry=A0A0A0MRM9_HUMAN|source=pfam27|protein_name=Nucleolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A0A0MRM9|ensembl_protein_id=ENSP00000359024|entry=A0A0A0MRM9_HUMAN|source=pfam27|protein_name=Nucleolar,SEG,431,444,14,snoRNA,distal_terminal,acidic_region,A0A0A0MRM9|ensembl_protein_id=ENSP00000359024|entry=A0A0A0MRM9_HUMAN|source=pfam27|protein_name=Nucleolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A0A0MRM9|ensembl_protein_id=ENSP00000359024|entry=A0A0A0MRM9_HUMAN|source=pfam27|protein_name=Nucleolar,SEG,476,491,16,snoRNA,distal_terminal,acidic_region,A0A0A0MRM9|ensembl_protein_id=ENSP00000359024|entry=A0A0A0MRM9_HUMAN|source=pfam27|protein_name=Nucleolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X6R7H2|ensembl_protein_id=ENSP00000359029|entry=X6R7H2_HUMAN|source=pfam27|protein_name=Peroxisome,SEG,407,423,17,mRNA,distal_terminal,sr_rs_repeat_region,X6R7H2|ensembl_protein_id=ENSP00000359029|entry=X6R7H2_HUMAN|source=pfam27|protein_name=Peroxisome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X6R7H2|ensembl_protein_id=ENSP00000359029|entry=X6R7H2_HUMAN|source=pfam27|protein_name=Peroxisome,SEG,432,483,52,mRNA,domain_adjacent,sr_rs_repeat_region,X6R7H2|ensembl_protein_id=ENSP00000359029|entry=X6R7H2_HUMAN|source=pfam27|protein_name=Peroxisome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VTL8|ensembl_protein_id=ENSP00000359042|entry=PR38B_HUMAN|source=pfam27|protein_name=Pre-mRNA-splicing,SEG,325,342,18,snRNA,distal_terminal,sr_rs_repeat_region,Q5VTL8|ensembl_protein_id=ENSP00000359042|entry=PR38B_HUMAN|source=pfam27|protein_name=Pre-mRNA-splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O75607|ensembl_protein_id=ENSP00000359128|entry=NPM3_HUMAN|source=pfam27|protein_name=Nucleoplasmin-3,SEG,144,163,20,pre-rRNA,domain_adjacent,acidic_region,O75607|ensembl_protein_id=ENSP00000359128|entry=NPM3_HUMAN|source=pfam27|protein_name=Nucleoplasmin-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UKA9|ensembl_protein_id=ENSP00000359217|entry=PTBP2_HUMAN|source=pfam27|protein_name=Polypyrimidine,SEG,314,323,10,mRNA,domain_edge,disorder_rich_spacer_region,Q9UKA9|ensembl_protein_id=ENSP00000359217|entry=PTBP2_HUMAN|source=pfam27|protein_name=Polypyrimidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q06787|ensembl_protein_id=ENSP00000359506|entry=FMR1_HUMAN|source=pfam27|protein_name=Fragile,SEG,526,548,23,mRNA,domain_edge,rg_rgg_repeat_region,Q06787|ensembl_protein_id=ENSP00000359506|entry=FMR1_HUMAN|source=pfam27|protein_name=Fragile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8NC51|ensembl_protein_id=ENSP00000360029|entry=SERB1_HUMAN|source=pfam27|protein_name=SERPINE1,SEG,162,183,22,mRNA,domain_adjacent,rg_rgg_repeat_region,Q8NC51|ensembl_protein_id=ENSP00000360029|entry=SERB1_HUMAN|source=pfam27|protein_name=SERPINE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8NC51|ensembl_protein_id=ENSP00000360029|entry=SERB1_HUMAN|source=pfam27|protein_name=SERPINE1,SEG,362,384,23,mRNA,domain_adjacent,rg_rgg_repeat_region,Q8NC51|ensembl_protein_id=ENSP00000360029|entry=SERB1_HUMAN|source=pfam27|protein_name=SERPINE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P46100|ensembl_protein_id=ENSP00000362441|entry=ATRX_HUMAN|source=pfam38|protein_name=Chromatin,SEG,1433,1470,38,unknown,distal_terminal,acidic_region,P46100|ensembl_protein_id=ENSP00000362441|entry=ATRX_HUMAN|source=pfam38|protein_name=Chromatin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q08170|ensembl_protein_id=ENSP00000362900|entry=SRSF4_HUMAN|source=pfam27|protein_name=Serine/arginine-rich,SEG,178,207,30,mRNA,domain_adjacent,sr_rs_repeat_region,Q08170|ensembl_protein_id=ENSP00000362900|entry=SRSF4_HUMAN|source=pfam27|protein_name=Serine/arginine-rich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6BEB4|ensembl_protein_id=ENSP00000364430|entry=SP5_HUMAN|source=pfam38|protein_name=Transcription,SEG,223,234,12,unknown,distal_terminal,disorder_rich_spacer_region,Q6BEB4|ensembl_protein_id=ENSP00000364430|entry=SP5_HUMAN|source=pfam38|protein_name=Transcription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96T58|ensembl_protein_id=ENSP00000364912|entry=MINT_HUMAN|source=pfam27|protein_name=Msx2-interacting,SEG,266,308,43,mRNA,interdomain_linker,sr_rs_repeat_region,Q96T58|ensembl_protein_id=ENSP00000364912|entry=MINT_HUMAN|source=pfam27|protein_name=Msx2-interacting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VYS8|ensembl_protein_id=ENSP00000365130|entry=TUT7_HUMAN|source=pfam27|protein_name=Terminal,SEG,844,858,15,ncRNA,interdomain_linker,acidic_region,Q5VYS8|ensembl_protein_id=ENSP00000365130|entry=TUT7_HUMAN|source=pfam27|protein_name=Terminal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05388|ensembl_protein_id=ENSP00000366471|entry=RLA0_HUMAN|source=pfam27|protein_name=Large,SEG,275,295,21,ribosomal protein,domain_intrinsic,disorder_rich_spacer_region,P05388|ensembl_protein_id=ENSP00000366471|entry=RLA0_HUMAN|source=pfam27|protein_name=Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O60293|ensembl_protein_id=ENSP00000368017|entry=ZC3H1_HUMAN|source=pfam27|protein_name=Zinc,SEG,62,78,17,unknown,distal_terminal,gs_rich_neutral_region,O60293|ensembl_protein_id=ENSP00000368017|entry=ZC3H1_HUMAN|source=pfam27|protein_name=Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O60293|ensembl_protein_id=ENSP00000368017|entry=ZC3H1_HUMAN|source=pfam27|protein_name=Zinc,SEG,591,609,19,unknown,distal_terminal,disorder_rich_spacer_region,O60293|ensembl_protein_id=ENSP00000368017|entry=ZC3H1_HUMAN|source=pfam27|protein_name=Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BX46|ensembl_protein_id=ENSP00000368341|entry=RBM24_HUMAN|source=pfam38|protein_name=RNA-binding,SEG,154,179,26,mRNA,distal_terminal,aromatic_sticker_region,Q9BX46|ensembl_protein_id=ENSP00000368341|entry=RBM24_HUMAN|source=pfam38|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BX46|ensembl_protein_id=ENSP00000368341|entry=RBM24_HUMAN|source=pfam38|protein_name=RNA-binding,SEG,202,220,19,mRNA,distal_terminal,disorder_rich_spacer_region,Q9BX46|ensembl_protein_id=ENSP00000368341|entry=RBM24_HUMAN|source=pfam38|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q01081|ensembl_protein_id=ENSP00000369629|entry=U2AF1_HUMAN|source=pfam27|protein_name=Splicing,SEG,201,229,29,mRNA,domain_adjacent,arginine_rich_rna_contact_region,Q01081|ensembl_protein_id=ENSP00000369629|entry=U2AF1_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NWH9|ensembl_protein_id=ENSP00000369887|entry=SLTM_HUMAN|source=pfam27|protein_name=SAFB-like,SEG,638,658,21,mRNA,distal_terminal,disorder_rich_spacer_region,Q9NWH9|ensembl_protein_id=ENSP00000369887|entry=SLTM_HUMAN|source=pfam27|protein_name=SAFB-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16594|ensembl_protein_id=ENSP00000370193|entry=TAF9_HUMAN|source=pfam27|protein_name=Transcription,SEG,249,261,13,snoRNA,unclassified_no_pfam,acidic_region,Q16594|ensembl_protein_id=ENSP00000370193|entry=TAF9_HUMAN|source=pfam27|protein_name=Transcription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P62995|ensembl_protein_id=ENSP00000371626|entry=TRA2B_HUMAN|source=pfam27|protein_name=Transformer-2,SEG,42,65,24,mRNA,distal_terminal,sr_rs_repeat_region,P62995|ensembl_protein_id=ENSP00000371626|entry=TRA2B_HUMAN|source=pfam27|protein_name=Transformer-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P62995|ensembl_protein_id=ENSP00000371626|entry=TRA2B_HUMAN|source=pfam27|protein_name=Transformer-2,SEG,69,87,19,mRNA,domain_adjacent,sr_rs_repeat_region,P62995|ensembl_protein_id=ENSP00000371626|entry=TRA2B_HUMAN|source=pfam27|protein_name=Transformer-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A5K1VW79|ensembl_protein_id=ENSP00000371838|entry=A0A5K1VW79_HUMAN|source=pfam27|protein_name=Cytoplasmic,SEG,349,368,20,mRNA,distal_terminal,disorder_rich_spacer_region,A0A5K1VW79|ensembl_protein_id=ENSP00000371838|entry=A0A5K1VW79_HUMAN|source=pfam27|protein_name=Cytoplasmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A5K1VW79|ensembl_protein_id=ENSP00000371838|entry=A0A5K1VW79_HUMAN|source=pfam27|protein_name=Cytoplasmic,SEG,389,419,31,mRNA,distal_terminal,disorder_rich_spacer_region,A0A5K1VW79|ensembl_protein_id=ENSP00000371838|entry=A0A5K1VW79_HUMAN|source=pfam27|protein_name=Cytoplasmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A5K1VW79|ensembl_protein_id=ENSP00000371838|entry=A0A5K1VW79_HUMAN|source=pfam27|protein_name=Cytoplasmic,SEG,507,521,15,mRNA,distal_terminal,disorder_rich_spacer_region,A0A5K1VW79|ensembl_protein_id=ENSP00000371838|entry=A0A5K1VW79_HUMAN|source=pfam27|protein_name=Cytoplasmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
