proteinid,method,start,end,length,rna_class,position,signature,uniprot_accession,measurement_protein_id,frac_A,frac_C,frac_D,frac_E,frac_F,frac_G,frac_H,frac_I,frac_K,frac_L,frac_M,frac_N,frac_P,frac_Q,frac_R,frac_S,frac_T,frac_V,frac_W,frac_Y,frac_polar,frac_hydrophobic,frac_strong_hydro,frac_aromatic,frac_disorder,frac_positive,frac_negative,fcr,ncpr,frac_GS,uniprot_length,coverage_per_lcr
Q9HBD1|ensembl_protein_id=ENSP00000411767|entry=RC3H2_HUMAN|source=pfam27|protein_name=Roquin-2,FLPS,804,809,6,mRNA,distal_terminal,disorder_rich_spacer_region,Q9HBD1|ensembl_protein_id=ENSP00000411767|entry=RC3H2_HUMAN|source=pfam27|protein_name=Roquin-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5VZU3|ensembl_protein_id=ENSP00000412000|entry=Q5VZU3_HUMAN|source=pfam27|protein_name=RNA,FLPS,3,7,5,pre-rRNA,domain_edge,disorder_rich_spacer_region,Q5VZU3|ensembl_protein_id=ENSP00000412000|entry=Q5VZU3_HUMAN|source=pfam27|protein_name=RNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9J1C5|ensembl_protein_id=ENSP00000412026|entry=C9J1C5_HUMAN|source=pfam27|protein_name=40S,FLPS,5,45,41,ribosomal protein,domain_edge,unmapped_physicochemical_properties,C9J1C5|ensembl_protein_id=ENSP00000412026|entry=C9J1C5_HUMAN|source=pfam27|protein_name=40S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15477|ensembl_protein_id=ENSP00000412310|entry=SKI2_HUMAN|source=pfam27|protein_name=Superkiller,FLPS,10,14,5,mRNA,distal_terminal,disorder_rich_spacer_region,Q15477|ensembl_protein_id=ENSP00000412310|entry=SKI2_HUMAN|source=pfam27|protein_name=Superkiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15477|ensembl_protein_id=ENSP00000412310|entry=SKI2_HUMAN|source=pfam27|protein_name=Superkiller,FLPS,36,52,17,mRNA,distal_terminal,disorder_rich_spacer_region,Q15477|ensembl_protein_id=ENSP00000412310|entry=SKI2_HUMAN|source=pfam27|protein_name=Superkiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15477|ensembl_protein_id=ENSP00000412310|entry=SKI2_HUMAN|source=pfam27|protein_name=Superkiller,FLPS,171,176,6,mRNA,distal_terminal,acidic_region,Q15477|ensembl_protein_id=ENSP00000412310|entry=SKI2_HUMAN|source=pfam27|protein_name=Superkiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15477|ensembl_protein_id=ENSP00000412310|entry=SKI2_HUMAN|source=pfam27|protein_name=Superkiller,FLPS,726,734,9,mRNA,interdomain_linker,aromatic_sticker_region,Q15477|ensembl_protein_id=ENSP00000412310|entry=SKI2_HUMAN|source=pfam27|protein_name=Superkiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15477|ensembl_protein_id=ENSP00000412310|entry=SKI2_HUMAN|source=pfam27|protein_name=Superkiller,FLPS,843,847,5,mRNA,domain_intrinsic,hydrophobic_region,Q15477|ensembl_protein_id=ENSP00000412310|entry=SKI2_HUMAN|source=pfam27|protein_name=Superkiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15477|ensembl_protein_id=ENSP00000412310|entry=SKI2_HUMAN|source=pfam27|protein_name=Superkiller,FLPS,1040,1052,13,mRNA,domain_edge,unmapped_physicochemical_properties,Q15477|ensembl_protein_id=ENSP00000412310|entry=SKI2_HUMAN|source=pfam27|protein_name=Superkiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,FLPS,2,12,11,mRNA,unclassified_no_pfam,disorder_rich_spacer_region,Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,FLPS,26,39,14,mRNA,unclassified_no_pfam,basic_enriched_region,Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,FLPS,43,63,21,mRNA,unclassified_no_pfam,acidic_region,Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,FLPS,64,73,10,mRNA,unclassified_no_pfam,disorder_rich_spacer_region,Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,FLPS,74,86,13,mRNA,unclassified_no_pfam,arginine_rich_rna_contact_region,Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,FLPS,87,91,5,mRNA,unclassified_no_pfam,acidic_region,Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,FLPS,141,147,7,mRNA,unclassified_no_pfam,acidic_region,Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,FLPS,174,192,19,mRNA,unclassified_no_pfam,basic_enriched_region,Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,FLPS,199,245,47,mRNA,unclassified_no_pfam,acidic_region,Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,FLPS,255,263,9,mRNA,unclassified_no_pfam,basic_enriched_region,Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,FLPS,421,431,11,mRNA,unclassified_no_pfam,disorder_rich_spacer_region,Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,FLPS,537,591,55,mRNA,unclassified_no_pfam,basic_enriched_region,Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,FLPS,615,623,9,mRNA,unclassified_no_pfam,disorder_rich_spacer_region,Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,FLPS,667,671,5,mRNA,unclassified_no_pfam,hydrophobic_region,Q8NE71|ensembl_protein_id=ENSP00000412553|entry=ABCF1_HUMAN|source=pfam27|protein_name=ATP-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9JVJ0|ensembl_protein_id=ENSP00000412846|entry=C9JVJ0_HUMAN|source=pfam38|protein_name=Ring,FLPS,9,16,8,unknown,unclassified_no_pfam,aromatic_sticker_region,C9JVJ0|ensembl_protein_id=ENSP00000412846|entry=C9JVJ0_HUMAN|source=pfam38|protein_name=Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9JVJ0|ensembl_protein_id=ENSP00000412846|entry=C9JVJ0_HUMAN|source=pfam38|protein_name=Ring,FLPS,18,27,10,unknown,unclassified_no_pfam,hydrophobic_region,C9JVJ0|ensembl_protein_id=ENSP00000412846|entry=C9JVJ0_HUMAN|source=pfam38|protein_name=Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E9PHM2|ensembl_protein_id=ENSP00000412893|entry=E9PHM2_HUMAN|source=pfam27|protein_name=leucine--tRNA,FLPS,415,451,37,tRNA,domain_intrinsic,proline_rich_disordered_region,E9PHM2|ensembl_protein_id=ENSP00000412893|entry=E9PHM2_HUMAN|source=pfam27|protein_name=leucine--tRNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E9PHM2|ensembl_protein_id=ENSP00000412893|entry=E9PHM2_HUMAN|source=pfam27|protein_name=leucine--tRNA,FLPS,461,466,6,tRNA,domain_intrinsic,proline_rich_disordered_region,E9PHM2|ensembl_protein_id=ENSP00000412893|entry=E9PHM2_HUMAN|source=pfam27|protein_name=leucine--tRNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E9PHM2|ensembl_protein_id=ENSP00000412893|entry=E9PHM2_HUMAN|source=pfam27|protein_name=leucine--tRNA,FLPS,520,548,29,tRNA,domain_edge,aromatic_sticker_region,E9PHM2|ensembl_protein_id=ENSP00000412893|entry=E9PHM2_HUMAN|source=pfam27|protein_name=leucine--tRNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5CZA5|ensembl_protein_id=ENSP00000412999|entry=ZN805_HUMAN|source=pfam38|protein_name=Zinc,FLPS,249,253,5,unknown,domain_edge,hydrophobic_region,Q5CZA5|ensembl_protein_id=ENSP00000412999|entry=ZN805_HUMAN|source=pfam38|protein_name=Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X6RJY0|ensembl_protein_id=ENSP00000413187|entry=X6RJY0_HUMAN|source=pfam27|protein_name=UTP14A,FLPS,77,98,22,snoRNA,domain_intrinsic,basic_enriched_region,X6RJY0|ensembl_protein_id=ENSP00000413187|entry=X6RJY0_HUMAN|source=pfam27|protein_name=UTP14A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X6RJY0|ensembl_protein_id=ENSP00000413187|entry=X6RJY0_HUMAN|source=pfam27|protein_name=UTP14A,FLPS,123,127,5,snoRNA,domain_intrinsic,mixed_charge_polyampholyte,X6RJY0|ensembl_protein_id=ENSP00000413187|entry=X6RJY0_HUMAN|source=pfam27|protein_name=UTP14A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X6RJY0|ensembl_protein_id=ENSP00000413187|entry=X6RJY0_HUMAN|source=pfam27|protein_name=UTP14A,FLPS,174,187,14,snoRNA,domain_intrinsic,acidic_region,X6RJY0|ensembl_protein_id=ENSP00000413187|entry=X6RJY0_HUMAN|source=pfam27|protein_name=UTP14A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X6RJY0|ensembl_protein_id=ENSP00000413187|entry=X6RJY0_HUMAN|source=pfam27|protein_name=UTP14A,FLPS,218,267,50,snoRNA,domain_intrinsic,acidic_region,X6RJY0|ensembl_protein_id=ENSP00000413187|entry=X6RJY0_HUMAN|source=pfam27|protein_name=UTP14A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F8VVL1|ensembl_protein_id=ENSP00000413661|entry=F8VVL1_HUMAN|source=pfam27|protein_name=Density-regulated,FLPS,77,102,26,mRNA,domain_adjacent,mixed_charge_polyampholyte,F8VVL1|ensembl_protein_id=ENSP00000413661|entry=F8VVL1_HUMAN|source=pfam27|protein_name=Density-regulated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F8VVL1|ensembl_protein_id=ENSP00000413661|entry=F8VVL1_HUMAN|source=pfam27|protein_name=Density-regulated,FLPS,93,126,34,mRNA,domain_edge,basic_enriched_region,F8VVL1|ensembl_protein_id=ENSP00000413661|entry=F8VVL1_HUMAN|source=pfam27|protein_name=Density-regulated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T7F5|ensembl_protein_id=ENSP00000414233|entry=Q5T7F5_HUMAN|source=pfam27|protein_name=Cap-specific,FLPS,14,18,5,mRNA,distal_terminal,basic_enriched_region,Q5T7F5|ensembl_protein_id=ENSP00000414233|entry=Q5T7F5_HUMAN|source=pfam27|protein_name=Cap-specific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T7F5|ensembl_protein_id=ENSP00000414233|entry=Q5T7F5_HUMAN|source=pfam27|protein_name=Cap-specific,FLPS,26,66,41,mRNA,domain_adjacent,cation_pi_rich_neighborhood,Q5T7F5|ensembl_protein_id=ENSP00000414233|entry=Q5T7F5_HUMAN|source=pfam27|protein_name=Cap-specific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9H0H0|ensembl_protein_id=ENSP00000414237|entry=INT2_HUMAN|source=pfam27|protein_name=Integrator,FLPS,102,106,5,snRNA,domain_intrinsic,gs_rich_neutral_region,Q9H0H0|ensembl_protein_id=ENSP00000414237|entry=INT2_HUMAN|source=pfam27|protein_name=Integrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9H0H0|ensembl_protein_id=ENSP00000414237|entry=INT2_HUMAN|source=pfam27|protein_name=Integrator,FLPS,397,401,5,snRNA,domain_intrinsic,acidic_region,Q9H0H0|ensembl_protein_id=ENSP00000414237|entry=INT2_HUMAN|source=pfam27|protein_name=Integrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9H0H0|ensembl_protein_id=ENSP00000414237|entry=INT2_HUMAN|source=pfam27|protein_name=Integrator,FLPS,684,706,23,snRNA,domain_intrinsic,unmapped_physicochemical_properties,Q9H0H0|ensembl_protein_id=ENSP00000414237|entry=INT2_HUMAN|source=pfam27|protein_name=Integrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9H0H0|ensembl_protein_id=ENSP00000414237|entry=INT2_HUMAN|source=pfam27|protein_name=Integrator,FLPS,980,991,12,snRNA,domain_intrinsic,unmapped_physicochemical_properties,Q9H0H0|ensembl_protein_id=ENSP00000414237|entry=INT2_HUMAN|source=pfam27|protein_name=Integrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8WXF0|ensembl_protein_id=ENSP00000414302|entry=SRS12_HUMAN|source=pfam27|protein_name=Serine/arginine-rich,FLPS,105,227,123,mRNA,domain_adjacent,sr_rs_repeat_region,Q8WXF0|ensembl_protein_id=ENSP00000414302|entry=SRS12_HUMAN|source=pfam27|protein_name=Serine/arginine-rich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8WXF0|ensembl_protein_id=ENSP00000414302|entry=SRS12_HUMAN|source=pfam27|protein_name=Serine/arginine-rich,FLPS,243,260,18,mRNA,distal_terminal,sr_rs_repeat_region,Q8WXF0|ensembl_protein_id=ENSP00000414302|entry=SRS12_HUMAN|source=pfam27|protein_name=Serine/arginine-rich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NWK9|ensembl_protein_id=ENSP00000414344|entry=BCD1_HUMAN|source=pfam27|protein_name=Box,FLPS,27,70,44,snoRNA,unclassified_no_pfam,acidic_region,Q9NWK9|ensembl_protein_id=ENSP00000414344|entry=BCD1_HUMAN|source=pfam27|protein_name=Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NWK9|ensembl_protein_id=ENSP00000414344|entry=BCD1_HUMAN|source=pfam27|protein_name=Box,FLPS,128,202,75,snoRNA,unclassified_no_pfam,acidic_region,Q9NWK9|ensembl_protein_id=ENSP00000414344|entry=BCD1_HUMAN|source=pfam27|protein_name=Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NWK9|ensembl_protein_id=ENSP00000414344|entry=BCD1_HUMAN|source=pfam27|protein_name=Box,FLPS,211,254,44,snoRNA,unclassified_no_pfam,basic_enriched_region,Q9NWK9|ensembl_protein_id=ENSP00000414344|entry=BCD1_HUMAN|source=pfam27|protein_name=Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P25786|ensembl_protein_id=ENSP00000414359|entry=PSA1_HUMAN|source=pfam27|protein_name=Proteasome,FLPS,224,228,5,unknown,unclassified_no_pfam,acidic_region,P25786|ensembl_protein_id=ENSP00000414359|entry=PSA1_HUMAN|source=pfam27|protein_name=Proteasome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F6TAI2|ensembl_protein_id=ENSP00000414671|entry=F6TAI2_HUMAN|source=pfam27|protein_name=Musashi,FLPS,185,194,10,mRNA,domain_adjacent,hydrophobic_region,F6TAI2|ensembl_protein_id=ENSP00000414671|entry=F6TAI2_HUMAN|source=pfam27|protein_name=Musashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F6TAI2|ensembl_protein_id=ENSP00000414671|entry=F6TAI2_HUMAN|source=pfam27|protein_name=Musashi,FLPS,224,238,15,mRNA,distal_terminal,disorder_rich_spacer_region,F6TAI2|ensembl_protein_id=ENSP00000414671|entry=F6TAI2_HUMAN|source=pfam27|protein_name=Musashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F6TAI2|ensembl_protein_id=ENSP00000414671|entry=F6TAI2_HUMAN|source=pfam27|protein_name=Musashi,FLPS,250,284,35,mRNA,distal_terminal,aromatic_sticker_region,F6TAI2|ensembl_protein_id=ENSP00000414671|entry=F6TAI2_HUMAN|source=pfam27|protein_name=Musashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8WUQ7|ensembl_protein_id=ENSP00000415078|entry=CATIN_HUMAN|source=pfam27|protein_name=Splicing,FLPS,3,128,126,mRNA,unclassified_no_pfam,sr_rs_repeat_region,Q8WUQ7|ensembl_protein_id=ENSP00000415078|entry=CATIN_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8WUQ7|ensembl_protein_id=ENSP00000415078|entry=CATIN_HUMAN|source=pfam27|protein_name=Splicing,FLPS,129,133,5,mRNA,unclassified_no_pfam,disorder_rich_spacer_region,Q8WUQ7|ensembl_protein_id=ENSP00000415078|entry=CATIN_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8WUQ7|ensembl_protein_id=ENSP00000415078|entry=CATIN_HUMAN|source=pfam27|protein_name=Splicing,FLPS,136,141,6,mRNA,unclassified_no_pfam,disorder_rich_spacer_region,Q8WUQ7|ensembl_protein_id=ENSP00000415078|entry=CATIN_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8WUQ7|ensembl_protein_id=ENSP00000415078|entry=CATIN_HUMAN|source=pfam27|protein_name=Splicing,FLPS,142,170,29,mRNA,unclassified_no_pfam,disorder_rich_spacer_region,Q8WUQ7|ensembl_protein_id=ENSP00000415078|entry=CATIN_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8WUQ7|ensembl_protein_id=ENSP00000415078|entry=CATIN_HUMAN|source=pfam27|protein_name=Splicing,FLPS,166,184,19,mRNA,unclassified_no_pfam,arginine_rich_rna_contact_region,Q8WUQ7|ensembl_protein_id=ENSP00000415078|entry=CATIN_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8WUQ7|ensembl_protein_id=ENSP00000415078|entry=CATIN_HUMAN|source=pfam27|protein_name=Splicing,FLPS,225,284,60,mRNA,unclassified_no_pfam,mixed_charge_polyampholyte,Q8WUQ7|ensembl_protein_id=ENSP00000415078|entry=CATIN_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8WUQ7|ensembl_protein_id=ENSP00000415078|entry=CATIN_HUMAN|source=pfam27|protein_name=Splicing,FLPS,478,538,61,mRNA,unclassified_no_pfam,acidic_region,Q8WUQ7|ensembl_protein_id=ENSP00000415078|entry=CATIN_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8WUQ7|ensembl_protein_id=ENSP00000415078|entry=CATIN_HUMAN|source=pfam27|protein_name=Splicing,FLPS,532,544,13,mRNA,unclassified_no_pfam,acidic_region,Q8WUQ7|ensembl_protein_id=ENSP00000415078|entry=CATIN_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8WUQ7|ensembl_protein_id=ENSP00000415078|entry=CATIN_HUMAN|source=pfam27|protein_name=Splicing,FLPS,583,593,11,mRNA,unclassified_no_pfam,disorder_rich_spacer_region,Q8WUQ7|ensembl_protein_id=ENSP00000415078|entry=CATIN_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9Y3B7|ensembl_protein_id=ENSP00000415356|entry=RM11_HUMAN|source=pfam27|protein_name=Large,FLPS,165,190,26,ribosomal protein,domain_adjacent,cation_pi_rich_neighborhood,Q9Y3B7|ensembl_protein_id=ENSP00000415356|entry=RM11_HUMAN|source=pfam27|protein_name=Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96CB8|ensembl_protein_id=ENSP00000415433|entry=INT12_HUMAN|source=pfam27|protein_name=Integrator,FLPS,60,83,24,snRNA,unclassified_no_pfam,disorder_rich_spacer_region,Q96CB8|ensembl_protein_id=ENSP00000415433|entry=INT12_HUMAN|source=pfam27|protein_name=Integrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96CB8|ensembl_protein_id=ENSP00000415433|entry=INT12_HUMAN|source=pfam27|protein_name=Integrator,FLPS,156,190,35,snRNA,unclassified_no_pfam,aromatic_sticker_region,Q96CB8|ensembl_protein_id=ENSP00000415433|entry=INT12_HUMAN|source=pfam27|protein_name=Integrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96CB8|ensembl_protein_id=ENSP00000415433|entry=INT12_HUMAN|source=pfam27|protein_name=Integrator,FLPS,222,254,33,snRNA,unclassified_no_pfam,disorder_rich_spacer_region,Q96CB8|ensembl_protein_id=ENSP00000415433|entry=INT12_HUMAN|source=pfam27|protein_name=Integrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96CB8|ensembl_protein_id=ENSP00000415433|entry=INT12_HUMAN|source=pfam27|protein_name=Integrator,FLPS,270,312,43,snRNA,unclassified_no_pfam,disorder_rich_spacer_region,Q96CB8|ensembl_protein_id=ENSP00000415433|entry=INT12_HUMAN|source=pfam27|protein_name=Integrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96CB8|ensembl_protein_id=ENSP00000415433|entry=INT12_HUMAN|source=pfam27|protein_name=Integrator,FLPS,356,365,10,snRNA,unclassified_no_pfam,disorder_rich_spacer_region,Q96CB8|ensembl_protein_id=ENSP00000415433|entry=INT12_HUMAN|source=pfam27|protein_name=Integrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96CB8|ensembl_protein_id=ENSP00000415433|entry=INT12_HUMAN|source=pfam27|protein_name=Integrator,FLPS,374,440,67,snRNA,unclassified_no_pfam,gs_rich_neutral_region,Q96CB8|ensembl_protein_id=ENSP00000415433|entry=INT12_HUMAN|source=pfam27|protein_name=Integrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96CB8|ensembl_protein_id=ENSP00000415433|entry=INT12_HUMAN|source=pfam27|protein_name=Integrator,FLPS,452,462,11,snRNA,unclassified_no_pfam,basic_enriched_region,Q96CB8|ensembl_protein_id=ENSP00000415433|entry=INT12_HUMAN|source=pfam27|protein_name=Integrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E7ETK0|ensembl_protein_id=ENSP00000415549|entry=E7ETK0_HUMAN|source=pfam27|protein_name=40S,FLPS,83,130,48,ribosomal protein,domain_edge,arginine_rich_rna_contact_region,E7ETK0|ensembl_protein_id=ENSP00000415549|entry=E7ETK0_HUMAN|source=pfam27|protein_name=40S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0C7T5|ensembl_protein_id=ENSP00000415822|entry=ATX1L_HUMAN|source=pfam27|protein_name=Ataxin-1-like,FLPS,88,126,39,mRNA,distal_terminal,aromatic_sticker_region,P0C7T5|ensembl_protein_id=ENSP00000415822|entry=ATX1L_HUMAN|source=pfam27|protein_name=Ataxin-1-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0C7T5|ensembl_protein_id=ENSP00000415822|entry=ATX1L_HUMAN|source=pfam27|protein_name=Ataxin-1-like,FLPS,142,219,78,mRNA,distal_terminal,aromatic_sticker_region,P0C7T5|ensembl_protein_id=ENSP00000415822|entry=ATX1L_HUMAN|source=pfam27|protein_name=Ataxin-1-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0C7T5|ensembl_protein_id=ENSP00000415822|entry=ATX1L_HUMAN|source=pfam27|protein_name=Ataxin-1-like,FLPS,262,268,7,mRNA,distal_terminal,disorder_rich_spacer_region,P0C7T5|ensembl_protein_id=ENSP00000415822|entry=ATX1L_HUMAN|source=pfam27|protein_name=Ataxin-1-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0C7T5|ensembl_protein_id=ENSP00000415822|entry=ATX1L_HUMAN|source=pfam27|protein_name=Ataxin-1-like,FLPS,273,282,10,mRNA,distal_terminal,arginine_rich_rna_contact_region,P0C7T5|ensembl_protein_id=ENSP00000415822|entry=ATX1L_HUMAN|source=pfam27|protein_name=Ataxin-1-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0C7T5|ensembl_protein_id=ENSP00000415822|entry=ATX1L_HUMAN|source=pfam27|protein_name=Ataxin-1-like,FLPS,300,307,8,mRNA,distal_terminal,hydrophobic_region,P0C7T5|ensembl_protein_id=ENSP00000415822|entry=ATX1L_HUMAN|source=pfam27|protein_name=Ataxin-1-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
