uniprot_accession,rna_class,uniprot_length,n_lcr,lcr_residues,coverage,n_lcr_category,method
Q14151|ensembl_protein_id=ENSP00000252542|entry=SAFB2_HUMAN|source=pfam27|protein_name=Scaffold,mRNA,,10,447,,3+,FLPS
Q14152|ensembl_protein_id=ENSP00000358140|entry=EIF3A_HUMAN|source=pfam27|protein_name=Eukaryotic,mRNA,,6,694,,3+,FLPS
Q14157|ensembl_protein_id=ENSP00000345308|entry=UBP2L_HUMAN|source=pfam27|protein_name=Ubiquitin-associated,mRNA,,14,577,,3+,FLPS
Q14197|ensembl_protein_id=ENSP00000301585|entry=ICT1_HUMAN|source=pfam27|protein_name=Large,tRNA,,2,50,,2,FLPS
Q14204|ensembl_protein_id=ENSP00000348965|entry=DYHC1_HUMAN|source=pfam27|protein_name=Cytoplasmic,mRNA,,10,196,,3+,FLPS
Q14206|ensembl_protein_id=ENSP00000305223|entry=RCAN2_HUMAN|source=rbpdb|protein_name=Calcipressin-2,unknown,,4,51,,3+,FLPS
Q14249|ensembl_protein_id=ENSP00000361725|entry=NUCG_HUMAN|source=pfam27|protein_name=Endonuclease,diverse,,3,82,,3+,FLPS
Q14258|ensembl_protein_id=ENSP00000323889|entry=TRI25_HUMAN|source=pfam27|protein_name=E3,mRNA,,6,159,,3+,FLPS
Q14296|ensembl_protein_id=ENSP00000297532|entry=FASTK_HUMAN|source=pfam27|protein_name=Fas-activated,mRNA,,7,157,,3+,FLPS
Q14444|ensembl_protein_id=ENSP00000374296|entry=CAPR1_HUMAN|source=pfam27|protein_name=Caprin-1,mRNA,,10,276,,3+,FLPS
Q14493|ensembl_protein_id=ENSP00000406322|entry=SLBP_HUMAN|source=rbpdb|protein_name=Histone,mRNA,,3,58,,3+,FLPS
Q14498|ensembl_protein_id=ENSP00000436747|entry=RBM39_HUMAN|source=pfam27|protein_name=RNA-binding,mRNA,,3,134,,3+,FLPS
Q14562|ensembl_protein_id=ENSP00000262415|entry=DHX8_HUMAN|source=pfam27|protein_name=ATP-dependent,mRNA,,7,214,,3+,FLPS
Q14576|ensembl_protein_id=ENSP00000390878|entry=ELAV3_HUMAN|source=pfam27|protein_name=ELAV-like,mRNA,,1,18,,1,FLPS
Q14587|ensembl_protein_id=ENSP00000467781|entry=ZN268_HUMAN|source=pfam38|protein_name=Zinc,unknown,,3,21,,3+,FLPS
Q14657|ensembl_protein_id=ENSP00000349923|entry=LAGE3_HUMAN|source=modomics|protein_name=EKC/KEOPS,tRNA,,2,42,,2,FLPS
Q14671|ensembl_protein_id=ENSP00000257075|entry=PUM1_HUMAN|source=rbpdb|protein_name=Pumilio,mRNA,,13,416,,3+,FLPS
Q14684|ensembl_protein_id=ENSP00000339145|entry=RRP1B_HUMAN|source=pfam27|protein_name=Ribosomal,pre-rRNA,,7,103,,3+,FLPS
Q14690|ensembl_protein_id=ENSP00000358812|entry=RRP5_HUMAN|source=pfam27|protein_name=Protein,snoRNA,,9,158,,3+,FLPS
Q14692|ensembl_protein_id=ENSP00000363642|entry=BMS1_HUMAN|source=pfam27|protein_name=Ribosome,pre-rRNA,,13,256,,3+,FLPS
Q14694|ensembl_protein_id=ENSP00000219473|entry=UBP10_HUMAN|source=pfam27|protein_name=Ubiquitin,mRNA,,5,67,,3+,FLPS
Q14764|ensembl_protein_id=ENSP00000378760|entry=MVP_HUMAN|source=pfam27|protein_name=Major,ncRNA,,3,35,,3+,FLPS
Q14839|ensembl_protein_id=ENSP00000496634|entry=CHD4_HUMAN|source=pfam38|protein_name=ATP-dependent,unknown,,23,573,,3+,FLPS
Q14966|ensembl_protein_id=ENSP00000386433|entry=ZN638_HUMAN|source=pfam27|protein_name=Zinc,mRNA,,15,529,,3+,FLPS
Q14974|ensembl_protein_id=ENSP00000290158|entry=IMB1_HUMAN|source=pfam27|protein_name=Importin,mRNA,,3,31,,3+,FLPS
Q14CZ7|ensembl_protein_id=ENSP00000264669|entry=FAKD3_HUMAN|source=pfam27|protein_name=FAST,mRNA,,2,40,,2,FLPS
Q15007|ensembl_protein_id=ENSP00000336911|entry=FL2D_HUMAN|source=modomics|protein_name=Pre-mRNA-splicing,mRNA,,3,111,,3+,FLPS
Q15020|ensembl_protein_id=ENSP00000414453|entry=SART3_HUMAN|source=rbpdb|protein_name=Spliceosome,snRNA,,8,136,,3+,FLPS
Q15022|ensembl_protein_id=ENSP00000316578|entry=SUZ12_HUMAN|source=pfam27|protein_name=Polycomb,ncRNA,,5,102,,3+,FLPS
Q15029|ensembl_protein_id=ENSP00000465058|entry=U5S1_HUMAN|source=pfam27|protein_name=116,tRNA,,2,39,,2,FLPS
Q15032|ensembl_protein_id=ENSP00000264160|entry=R3HD1_HUMAN|source=pfam27|protein_name=R3H,unknown,,12,515,,3+,FLPS
Q15050|ensembl_protein_id=ENSP00000322396|entry=RRS1_HUMAN|source=pfam27|protein_name=Ribosome,pre-rRNA,,3,126,,3+,FLPS
Q15056|ensembl_protein_id=ENSP00000265753|entry=IF4H_HUMAN|source=rbpdb|protein_name=Eukaryotic,mRNA,,2,89,,2,FLPS
Q15061|ensembl_protein_id=ENSP00000384302|entry=WDR43_HUMAN|source=pfam27|protein_name=WD,pre-rRNA,,2,83,,2,FLPS
Q15072|ensembl_protein_id=ENSP00000392095|entry=OZF_HUMAN|source=pfam38|protein_name=Zinc,unknown,,2,23,,2,FLPS
Q15185|ensembl_protein_id=ENSP00000262033|entry=TEBP_HUMAN|source=pfam27|protein_name=Prostaglandin,ncRNA,,3,50,,3+,FLPS
Q15233|ensembl_protein_id=ENSP00000441364|entry=NONO_HUMAN|source=pfam27|protein_name=Non-POU,ncRNA,,7,170,,3+,FLPS
Q15269|ensembl_protein_id=ENSP00000291576|entry=PWP2_HUMAN|source=pfam27|protein_name=Periodic,snoRNA,,5,48,,3+,FLPS
Q15287|ensembl_protein_id=ENSP00000301730|entry=RNPS1_HUMAN|source=pfam38|protein_name=RNA-binding,mRNA,,4,233,,3+,FLPS
Q15365|ensembl_protein_id=ENSP00000305556|entry=PCBP1_HUMAN|source=pfam27|protein_name=Poly(rC)-binding,mRNA,,1,30,,1,FLPS
Q15366|ensembl_protein_id=ENSP00000394116|entry=PCBP2_HUMAN|source=pfam27|protein_name=Poly(rC)-binding,mRNA,,3,58,,3+,FLPS
Q15393|ensembl_protein_id=ENSP00000305790|entry=SF3B3_HUMAN|source=pfam27|protein_name=Splicing,mRNA,,3,60,,3+,FLPS
Q15397|ensembl_protein_id=ENSP00000380982|entry=PUM3_HUMAN|source=pfam27|protein_name=Pumilio,mRNA,,2,74,,2,FLPS
Q15415|ensembl_protein_id=ENSP00000250831|entry=RBY1F_HUMAN|source=pfam27|protein_name=RNA-binding,mRNA,,4,222,,3+,FLPS
Q15424|ensembl_protein_id=ENSP00000292123|entry=SAFB1_HUMAN|source=pfam27|protein_name=Scaffold,mRNA,,13,517,,3+,FLPS
Q15427|ensembl_protein_id=ENSP00000271628|entry=SF3B4_HUMAN|source=pfam38|protein_name=Splicing,mRNA,,1,209,,1,FLPS
Q15428|ensembl_protein_id=ENSP00000221494|entry=SF3A2_HUMAN|source=pfam27|protein_name=Splicing,snRNA,,5,298,,3+,FLPS
Q15434|ensembl_protein_id=ENSP00000262031|entry=RBMS2_HUMAN|source=pfam27|protein_name=RNA-binding,mRNA,,5,62,,3+,FLPS
Q15459|ensembl_protein_id=ENSP00000215793|entry=SF3A1_HUMAN|source=rbpdb|protein_name=Splicing,snRNA,,10,346,,3+,FLPS
Q15477|ensembl_protein_id=ENSP00000412310|entry=SKI2_HUMAN|source=pfam27|protein_name=Superkiller,mRNA,,6,55,,3+,FLPS
Q15633|ensembl_protein_id=ENSP00000266987|entry=TRBP2_HUMAN|source=pfam27|protein_name=RISC-loading,mRNA,,4,60,,3+,FLPS
Q15637|ensembl_protein_id=ENSP00000396793|entry=SF01_HUMAN|source=pfam27|protein_name=Splicing,mRNA,,7,285,,3+,FLPS
Q15646|ensembl_protein_id=ENSP00000257570|entry=OASL_HUMAN|source=pfam27|protein_name=2'-5'-oligoadenylate,ncRNA,,2,34,,2,FLPS
Q15696|ensembl_protein_id=ENSP00000303015|entry=U2AFM_HUMAN|source=pfam27|protein_name=U2,mRNA,,3,237,,3+,FLPS
Q15796|ensembl_protein_id=ENSP00000384449|entry=SMAD2_HUMAN|source=pfam27|protein_name=SMAD,ncRNA,,4,53,,3+,FLPS
Q15797|ensembl_protein_id=ENSP00000426568|entry=SMAD1_HUMAN|source=pfam27|protein_name=SMAD,ncRNA,,4,124,,3+,FLPS
Q15910|ensembl_protein_id=ENSP00000320147|entry=EZH2_HUMAN|source=pfam27|protein_name=Histone-lysine,ncRNA,,9,192,,3+,FLPS
Q16206|ensembl_protein_id=ENSP00000359965|entry=ENOX2_HUMAN|source=pfam27|protein_name=Ecto-NOX,mRNA,,6,199,,3+,FLPS
Q16560|ensembl_protein_id=ENSP00000432595|entry=U1SBP_HUMAN|source=pfam27|protein_name=U11/U12,snRNA,,2,108,,2,FLPS
Q16587|ensembl_protein_id=ENSP00000383301|entry=ZNF74_HUMAN|source=rbpdb|protein_name=Zinc,unknown,,2,33,,2,FLPS
Q16594|ensembl_protein_id=ENSP00000370193|entry=TAF9_HUMAN|source=pfam27|protein_name=Transcription,snoRNA,,3,75,,3+,FLPS
Q16600|ensembl_protein_id=ENSP00000307774|entry=ZN239_HUMAN|source=pfam27|protein_name=Zinc,unknown,,1,5,,1,FLPS
Q16629|ensembl_protein_id=ENSP00000325905|entry=SRSF7_HUMAN|source=rbpdb|protein_name=Serine/arginine-rich,mRNA,,2,182,,2,FLPS
Q16630|ensembl_protein_id=ENSP00000391774|entry=CPSF6_HUMAN|source=pfam27|protein_name=Cleavage,mRNA,,3,320,,3+,FLPS
Q16637|ensembl_protein_id=ENSP00000305857|entry=SMN_HUMAN|source=pfam27|protein_name=Survival,snRNA,,5,102,,3+,FLPS
Q17RN3|ensembl_protein_id=ENSP00000340348|entry=FA98C_HUMAN|source=pfam27|protein_name=Protein,unknown,,3,35,,3+,FLPS
Q17RY0|ensembl_protein_id=ENSP00000265085|entry=CPEB4_HUMAN|source=pfam38|protein_name=Cytoplasmic,mRNA,,7,174,,3+,FLPS
Q1KMD3|ensembl_protein_id=ENSP00000301785|entry=HNRL2_HUMAN|source=pfam27|protein_name=Heterogeneous,mRNA,,9,291,,3+,FLPS
Q2M296|ensembl_protein_id=ENSP00000370612|entry=MTHSD_HUMAN|source=pfam27|protein_name=Methenyltetrahydrofolate,mRNA,,3,78,,3+,FLPS
Q2NKX8|ensembl_protein_id=ENSP00000334675|entry=ERC6L_HUMAN|source=pfam38|protein_name=DNA,unknown,,5,147,,3+,FLPS
Q2NL82|ensembl_protein_id=ENSP00000301364|entry=TSR1_HUMAN|source=pfam27|protein_name=Pre-rRNA-processing,pre-rRNA,,5,165,,3+,FLPS
Q2Q1W2|ensembl_protein_id=ENSP00000373272|entry=LIN41_HUMAN|source=pfam27|protein_name=E3,ncRNA,,9,148,,3+,FLPS
Q2TBE0|ensembl_protein_id=ENSP00000282251|entry=C19L2_HUMAN|source=pfam27|protein_name=CWF19-like,mRNA,,6,74,,3+,FLPS
Q2VIR3|ensembl_protein_id=ENSP00000445077|entry=IF2GL_HUMAN|source=pfam27|protein_name=Eukaryotic,tRNA,,2,53,,2,FLPS
Q2VPK5|ensembl_protein_id=ENSP00000388320|entry=CTU2_HUMAN|source=pfam27|protein_name=Cytoplasmic,tRNA,,6,117,,3+,FLPS
Q2WGJ9|ensembl_protein_id=ENSP00000428280|entry=FR1L6_HUMAN|source=pfam38|protein_name=Fer-1-like,unknown,,11,295,,3+,FLPS
Q32MZ4|ensembl_protein_id=ENSP00000310109|entry=LRRF1_HUMAN|source=pfam27|protein_name=Leucine-rich,ncRNA,,5,189,,3+,FLPS
Q32P41|ensembl_protein_id=ENSP00000261249|entry=TRM5_HUMAN|source=pfam27|protein_name=tRNA,tRNA,,1,25,,1,FLPS
Q32P51|ensembl_protein_id=ENSP00000350090|entry=RA1L2_HUMAN|source=pfam27;pfam38|protein_name=Heterogeneous,mRNA,,2,118,,2,FLPS
Q3L8U1|ensembl_protein_id=ENSP00000381522|entry=CHD9_HUMAN|source=pfam38|protein_name=ATP-dependent,unknown,,23,599,,3+,FLPS
Q3MHD2|ensembl_protein_id=ENSP00000293406|entry=LSM12_HUMAN|source=pfam27|protein_name=Protein,mRNA,,1,13,,1,FLPS
Q3MIT2|ensembl_protein_id=ENSP00000326003|entry=PUS10_HUMAN|source=pfam27|protein_name=tRNA,tRNA,,2,23,,2,FLPS
Q3SXZ3|ensembl_protein_id=ENSP00000480556|entry=ZN718_HUMAN|source=pfam38|protein_name=Zinc,unknown,,2,46,,2,FLPS
Q460N5|ensembl_protein_id=ENSP00000418194|entry=PAR14_HUMAN|source=rbpdb|protein_name=Protein,unknown,,6,92,,3+,FLPS
Q499Z4|ensembl_protein_id=ENSP00000421915|entry=ZN672_HUMAN|source=pfam38|protein_name=Zinc,unknown,,4,130,,3+,FLPS
Q4G0J3|ensembl_protein_id=ENSP00000422626|entry=LARP7_HUMAN|source=pfam27|protein_name=La-related,ncRNA,,6,93,,3+,FLPS
Q4VXA5|ensembl_protein_id=ENSP00000359411|entry=KHDC1_HUMAN|source=pfam27|protein_name=KH,mRNA,,1,19,,1,FLPS
Q4VXU2|ensembl_protein_id=ENSP00000217073|entry=PAP1L_HUMAN|source=pfam27|protein_name=Polyadenylate-binding,mRNA,,4,113,,3+,FLPS
Q4ZG55|ensembl_protein_id=ENSP00000234142|entry=GREB1_HUMAN|source=pfam38|protein_name=Protein,unknown,,12,278,,3+,FLPS
Q504Q3|ensembl_protein_id=ENSP00000257931|entry=PAN2_HUMAN|source=pfam27|protein_name=PAN2-PAN3,mRNA,,6,103,,3+,FLPS
Q52LJ0|ensembl_protein_id=ENSP00000380734|entry=FA98B_HUMAN|source=pfam27|protein_name=tRNA-splicing,tRNA,,2,107,,2,FLPS
Q53EL6|ensembl_protein_id=ENSP00000280154|entry=PDCD4_HUMAN|source=pfam27|protein_name=Programmed,mRNA,,5,84,,3+,FLPS
Q53F19|ensembl_protein_id=ENSP00000373657|entry=NCBP3_HUMAN|source=pfam27|protein_name=Nuclear,unknown,,9,167,,3+,FLPS
Q53GL7|ensembl_protein_id=ENSP00000325618|entry=PAR10_HUMAN|source=rbpdb|protein_name=Protein,unknown,,6,151,,3+,FLPS
Q53GS9|ensembl_protein_id=ENSP00000312981|entry=UBP39_HUMAN|source=pfam27|protein_name=Ubiquitin,snRNA,,5,112,,3+,FLPS
Q53H54|ensembl_protein_id=ENSP00000329858|entry=TYW2_HUMAN|source=pfam27|protein_name=tRNA,tRNA,,2,25,,2,FLPS
Q53S33|ensembl_protein_id=ENSP00000331369|entry=BOLA3_HUMAN|source=pfam38|protein_name=BolA-like,unknown,,1,9,,1,FLPS
Q587J7|ensembl_protein_id=ENSP00000416248|entry=TDR12_HUMAN|source=pfam27|protein_name=Putative,ncRNA,,2,40,,2,FLPS
Q58A45|ensembl_protein_id=ENSP00000370345|entry=PAN3_HUMAN|source=pfam27|protein_name=PAN2-PAN3,mRNA,,9,308,,3+,FLPS
Q5C9Z4|ensembl_protein_id=ENSP00000275820|entry=NOM1_HUMAN|source=pfam27|protein_name=Nucleolar,pre-rRNA,,8,269,,3+,FLPS
Q5CZA5|ensembl_protein_id=ENSP00000412999|entry=ZN805_HUMAN|source=pfam38|protein_name=Zinc,unknown,,1,5,,1,FLPS
Q5D1E8|ensembl_protein_id=ENSP00000362179|entry=ZC12A_HUMAN|source=pfam27|protein_name=Endoribonuclease,ncRNA,,5,112,,3+,FLPS
Q5FWF4|ensembl_protein_id=ENSP00000264159|entry=ZRAB3_HUMAN|source=pfam38|protein_name=DNA,unknown,,2,35,,2,FLPS
Q5GAN4|ensembl_protein_id=ENSP00000450580|entry=RNS12_HUMAN|source=pfam27|protein_name=Probable,unknown,,1,6,,1,FLPS
Q5GAN6|ensembl_protein_id=ENSP00000392996|entry=RNS10_HUMAN|source=pfam27|protein_name=Inactive,unknown,,1,17,,1,FLPS
Q5H9U9|ensembl_protein_id=ENSP00000422423|entry=DDX6L_HUMAN|source=pfam27|protein_name=Probable,ncRNA,,6,87,,3+,FLPS
Q5HYM0|ensembl_protein_id=ENSP00000340839|entry=ZC12B_HUMAN|source=rbpdb|protein_name=Probable,diverse,,4,66,,3+,FLPS
Q5JPI9|ensembl_protein_id=ENSP00000357829|entry=EFMT2_HUMAN|source=pfam27|protein_name=EEF1A,tRNA,,2,23,,2,FLPS
Q5JSJ4|ensembl_protein_id=ENSP00000359788|entry=INT6L_HUMAN|source=pfam27|protein_name=Integrator,mRNA,,3,67,,3+,FLPS
Q5JTH9|ensembl_protein_id=ENSP00000446184|entry=RRP12_HUMAN|source=pfam27|protein_name=RRP12-like,pre-rRNA,,7,169,,3+,FLPS
Q5JTZ9|ensembl_protein_id=ENSP00000244571|entry=SYAM_HUMAN|source=pfam27|protein_name=Alanine--tRNA,tRNA,,7,62,,3+,FLPS
Q5JVS0|ensembl_protein_id=ENSP00000364398|entry=HABP4_HUMAN|source=pfam27|protein_name=Intracellular,mRNA,,8,173,,3+,FLPS
Q5JW28|ensembl_protein_id=ENSP00000416779|entry=Q5JW28_HUMAN|source=pfam38|protein_name=Staufen,unknown,,4,110,,3+,FLPS
Q5MCW4|ensembl_protein_id=ENSP00000375993|entry=ZN569_HUMAN|source=pfam38|protein_name=Zinc,unknown,,1,12,,1,FLPS
Q5PRF9|ensembl_protein_id=ENSP00000317224|entry=SMAG2_HUMAN|source=pfam27;pfam38|protein_name=Protein,mRNA,,9,210,,3+,FLPS
Q5QJE6|ensembl_protein_id=ENSP00000411010|entry=TDIF2_HUMAN|source=pfam27|protein_name=Deoxynucleotidyltransferase,pre-rRNA,,8,118,,3+,FLPS
Q5QPL9|ensembl_protein_id=ENSP00000415973|entry=Q5QPL9_HUMAN|source=pfam27|protein_name=RALY,mRNA,,2,61,,2,FLPS
Q5RKV6|ensembl_protein_id=ENSP00000398597|entry=EXOS6_HUMAN|source=pfam27|protein_name=Exosome,diverse,,4,65,,3+,FLPS
Q5RL73|ensembl_protein_id=ENSP00000419242|entry=RBM48_HUMAN|source=pfam27|protein_name=RNA-binding,mRNA,,5,86,,3+,FLPS
Q5ST30|ensembl_protein_id=ENSP00000316092|entry=SYVM_HUMAN|source=pfam27|protein_name=Valine--tRNA,tRNA,,4,51,,3+,FLPS
Q5SY16|ensembl_protein_id=ENSP00000366934|entry=NOL9_HUMAN|source=pfam27|protein_name=Polynucleotide,pre-rRNA,,5,148,,3+,FLPS
Q5SZ64|ensembl_protein_id=ENSP00000391114|entry=Q5SZ64_HUMAN|source=pfam27|protein_name=Splicing,mRNA,,1,9,,1,FLPS
Q5SZQ8|ensembl_protein_id=ENSP00000290585|entry=CELF3_HUMAN|source=pfam27|protein_name=CUGBP,mRNA,,4,169,,3+,FLPS
Q5T1V6|ensembl_protein_id=ENSP00000330460|entry=DDX59_HUMAN|source=pfam38|protein_name=Probable,mRNA,,2,40,,2,FLPS
Q5T200|ensembl_protein_id=ENSP00000282007|entry=ZC3HD_HUMAN|source=pfam27|protein_name=Zinc,unknown,,20,1031,,3+,FLPS
Q5T280|ensembl_protein_id=ENSP00000354812|entry=SPOUT_HUMAN|source=pfam27|protein_name=28S,unknown,,2,38,,2,FLPS
Q5T481|ensembl_protein_id=ENSP00000358532|entry=RBM20_HUMAN|source=pfam27|protein_name=RNA-binding,mRNA,,9,383,,3+,FLPS
Q5T5C7|ensembl_protein_id=ENSP00000358939|entry=Q5T5C7_HUMAN|source=pfam27|protein_name=Serine--tRNA,tRNA,,4,42,,3+,FLPS
Q5T5J6|ensembl_protein_id=ENSP00000356471|entry=SWT1_HUMAN|source=pfam27|protein_name=Transcriptional,mRNA,,3,63,,3+,FLPS
Q5T619|ensembl_protein_id=ENSP00000344129|entry=ZN648_HUMAN|source=pfam38|protein_name=Zinc,unknown,,2,41,,2,FLPS
Q5T6F2|ensembl_protein_id=ENSP00000368540|entry=UBAP2_HUMAN|source=pfam27|protein_name=Ubiquitin-associated,mRNA,,15,544,,3+,FLPS
Q5T760|ensembl_protein_id=ENSP00000378568|entry=Q5T760_HUMAN|source=pfam27|protein_name=Serine,mRNA,,6,255,,3+,FLPS
Q5T764|ensembl_protein_id=ENSP00000360874|entry=IFT1B_HUMAN|source=pfam27|protein_name=Protein,ncRNA,,2,24,,2,FLPS
Q5T7F5|ensembl_protein_id=ENSP00000414233|entry=Q5T7F5_HUMAN|source=pfam27|protein_name=Cap-specific,mRNA,,2,46,,2,FLPS
Q5T7N2|ensembl_protein_id=ENSP00000419901|entry=LITD1_HUMAN|source=pfam27|protein_name=LINE-1,mRNA,,8,305,,3+,FLPS
Q5T890|ensembl_protein_id=ENSP00000520479|entry=ER6L2_HUMAN|source=pfam38|protein_name=DNA,unknown,,8,146,,3+,FLPS
Q5T8P6|ensembl_protein_id=ENSP00000267229|entry=RBM26_HUMAN|source=pfam27|protein_name=RNA-binding,mRNA,,10,365,,3+,FLPS
Q5T8Z2|ensembl_protein_id=ENSP00000390768|entry=Q5T8Z2_HUMAN|source=pfam38|protein_name=Polycomb,unknown,,2,49,,2,FLPS
Q5T9H5|ensembl_protein_id=ENSP00000345924|entry=Q5T9H5_HUMAN|source=pfam27|protein_name=Nanos,mRNA,,1,9,,1,FLPS
Q5TAP6|ensembl_protein_id=ENSP00000428619|entry=UT14C_HUMAN|source=pfam27|protein_name=U3,snoRNA,,7,137,,3+,FLPS
Q5TAX3|ensembl_protein_id=ENSP00000257177|entry=TUT4_HUMAN|source=pfam27|protein_name=Terminal,ncRNA,,14,361,,3+,FLPS
Q5TBB1|ensembl_protein_id=ENSP00000337623|entry=RNH2B_HUMAN|source=pfam27|protein_name=Ribonuclease,diverse,,4,106,,3+,FLPS
Q5TBQ0|ensembl_protein_id=ENSP00000383172|entry=Q5TBQ0_HUMAN|source=pfam27|protein_name=LSM,mRNA,,1,22,,1,FLPS
Q5TC82|ensembl_protein_id=ENSP00000356667|entry=RC3H1_HUMAN|source=pfam27|protein_name=Roquin-1,mRNA,,8,287,,3+,FLPS
Q5U5Q3|ensembl_protein_id=ENSP00000385610|entry=MEX3C_HUMAN|source=pfam27|protein_name=RNA-binding,mRNA,,9,266,,3+,FLPS
Q5VTE6|ensembl_protein_id=ENSP00000438141|entry=ANGE2_HUMAN|source=pfam27|protein_name=RNA,mRNA,,2,33,,2,FLPS
Q5VTL8|ensembl_protein_id=ENSP00000359042|entry=PR38B_HUMAN|source=pfam27|protein_name=Pre-mRNA-splicing,snRNA,,5,319,,3+,FLPS
Q5VUC9|ensembl_protein_id=ENSP00000367443|entry=Q5VUC9_HUMAN|source=pfam27|protein_name=Ribonuclease,ncRNA,,1,16,,1,FLPS
Q5VUG0|ensembl_protein_id=ENSP00000355109|entry=SMBT2_HUMAN|source=rbpdb|protein_name=Scm-like,unknown,,8,136,,3+,FLPS
Q5VV42|ensembl_protein_id=ENSP00000274695|entry=CDKAL_HUMAN|source=modomics|protein_name=Threonylcarbamoyladenosine,tRNA,,4,39,,3+,FLPS
Q5VV67|ensembl_protein_id=ENSP00000278070|entry=PPRC1_HUMAN|source=rbpdb|protein_name=Peroxisome,mRNA,,17,815,,3+,FLPS
Q5VWX1|ensembl_protein_id=ENSP00000281156|entry=KHDR2_HUMAN|source=pfam27|protein_name=KH,mRNA,,3,153,,3+,FLPS
Q5VYS8|ensembl_protein_id=ENSP00000365130|entry=TUT7_HUMAN|source=pfam27|protein_name=Terminal,ncRNA,,11,154,,3+,FLPS
Q5VZF2|ensembl_protein_id=ENSP00000267287|entry=MBNL2_HUMAN|source=pfam27|protein_name=Muscleblind-like,mRNA,,4,144,,3+,FLPS
Q5VZU3|ensembl_protein_id=ENSP00000412000|entry=Q5VZU3_HUMAN|source=pfam27|protein_name=RNA,pre-rRNA,,1,5,,1,FLPS
Q5W0B1|ensembl_protein_id=ENSP00000282003|entry=OBI1_HUMAN|source=pfam38|protein_name=ORC,unknown,,6,175,,3+,FLPS
Q5XG87|ensembl_protein_id=ENSP00000230859|entry=PAPD7_HUMAN|source=pfam27|protein_name=Terminal,diverse,,12,332,,3+,FLPS
Q659C4|ensembl_protein_id=ENSP00000321997|entry=LAR1B_HUMAN|source=rbpdb|protein_name=La-related,mRNA,,9,190,,3+,FLPS
Q66PJ3|ensembl_protein_id=ENSP00000376230|entry=AR6P4_HUMAN|source=pfam27|protein_name=ADP-ribosylation,mRNA,,4,86,,3+,FLPS
Q68D06|ensembl_protein_id=ENSP00000285013|entry=SLN13_HUMAN|source=pfam38|protein_name=Schlafen,tRNA,,3,85,,3+,FLPS
Q69YN2|ensembl_protein_id=ENSP00000326411|entry=C19L1_HUMAN|source=pfam27|protein_name=CWF19-like,mRNA,,3,34,,3+,FLPS
Q69YN4|ensembl_protein_id=ENSP00000297591|entry=VIR_HUMAN|source=modomics|protein_name=Protein,mRNA,,15,340,,3+,FLPS
Q6AZW8|ensembl_protein_id=ENSP00000324605|entry=ZN660_HUMAN|source=pfam38|protein_name=Zinc,unknown,,2,18,,2,FLPS
Q6BEB4|ensembl_protein_id=ENSP00000364430|entry=SP5_HUMAN|source=pfam38|protein_name=Transcription,unknown,,6,180,,3+,FLPS
Q6GMV3|ensembl_protein_id=ENSP00000330389|entry=PTRD1_HUMAN|source=pfam27|protein_name=Putative,tRNA,,1,27,,1,FLPS
Q6I9Y2|ensembl_protein_id=ENSP00000295899|entry=THOC7_HUMAN|source=pfam27|protein_name=THO,mRNA,,2,52,,2,FLPS
Q6IEG0|ensembl_protein_id=ENSP00000339834|entry=SNR48_HUMAN|source=pfam27|protein_name=U11/U12,snRNA,,6,122,,3+,FLPS
Q6IN84|ensembl_protein_id=ENSP00000478520|entry=MRM1_HUMAN|source=modomics|protein_name=rRNA,pre-rRNA,,1,28,,1,FLPS
Q6IPR3|ensembl_protein_id=ENSP00000359904|entry=TYW3_HUMAN|source=pfam27|protein_name=tRNA,tRNA,,1,5,,1,FLPS
"Q6L8Q7|ensembl_protein_id=ENSP00000309142|entry=PDE12_HUMAN|source=pfam27|protein_name=2',5'-phosphodiesterase",mRNA,,2,17,,2,FLPS
Q6NTF7|ensembl_protein_id=ENSP00000216123|entry=ABC3H_HUMAN|source=pfam27|protein_name=DNA,ncRNA,,2,21,,2,FLPS
Q6NXG1|ensembl_protein_id=ENSP00000405738|entry=ESRP1_HUMAN|source=pfam38|protein_name=Epithelial,mRNA,,4,83,,3+,FLPS
Q6NZI2|ensembl_protein_id=ENSP00000349541|entry=CAVN1_HUMAN|source=pfam27|protein_name=Caveolae-associated,pre-rRNA,,4,127,,3+,FLPS
Q6P087|ensembl_protein_id=ENSP00000373331|entry=RUSD3_HUMAN|source=modomics|protein_name=Mitochondrial,mRNA,,2,58,,2,FLPS
Q6P158|ensembl_protein_id=ENSP00000405111|entry=DHX57_HUMAN|source=pfam38|protein_name=Putative,mRNA,,7,93,,3+,FLPS
Q6P161|ensembl_protein_id=ENSP00000331849|entry=RM54_HUMAN|source=pfam27|protein_name=Large,ribosomal protein,,1,23,,1,FLPS
Q6P1Q9|ensembl_protein_id=ENSP00000262432|entry=MET2B_HUMAN|source=pfam27|protein_name=tRNA,tRNA,,1,5,,1,FLPS
Q6P2E9|ensembl_protein_id=ENSP00000351811|entry=EDC4_HUMAN|source=pfam27|protein_name=Enhancer,mRNA,,9,155,,3+,FLPS
Q6P2Q9|ensembl_protein_id=ENSP00000460348|entry=PRP8_HUMAN|source=pfam27|protein_name=Pre-mRNA-processing-splicing,snRNA,,12,188,,3+,FLPS
