uniprot_accession	is_rbp	label_source
Q9BPY8	False	
Q9BPZ3	True	master_direct
Q9BPZ7	False	
Q9BQ04	True	master_direct
Q9BQ15	False	
Q9BQ16	False	
Q9BQ24	False	
Q9BQ31	False	
Q9BQ39	True	master_direct
Q9BQ50	False	
Q9BQ51	False	
Q9BQ52	True	master_direct
Q9BQ61	False	
Q9BQ65	True	gene_patch
Q9BQ66	False	
Q9BQ67	True	master_direct
Q9BQ69	False	
Q9BQ70	False	
Q9BQ83	False	
Q9BQ87	False	
Q9BQ89	False	
Q9BQ90	False	
Q9BQ95	False	
Q9BQA1	False	
Q9BQA5	False	
Q9BQA9	False	
Q9BQB4	False	
Q9BQB6	False	
Q9BQC3	False	
Q9BQD3	False	
Q9BQD7	False	
Q9BQE3	False	
Q9BQE4	False	
Q9BQE5	False	
Q9BQE9	False	
Q9BQF6	False	
Q9BQG0	False	
Q9BQG1	False	
Q9BQG2	True	master_direct
Q9BQI0	False	
Q9BQI3	True	master_direct
Q9BQI5	False	
Q9BQI6	False	
Q9BQJ4	False	
Q9BQK8	False	
Q9BQL6	False	
Q9BQP7	False	
Q9BQQ3	False	
Q9BQS2	False	
Q9BQS7	False	
Q9BQS8	False	
Q9BQT8	False	
Q9BQT9	False	
Q9BQW3	False	
Q9BQY4	False	
Q9BR01	False	
Q9BR39	False	
Q9BR61	False	
Q9BR76	False	
Q9BR84	False	
Q9BRA0	True	master_direct
Q9BRA2	False	
Q9BRB3	False	
Q9BRC7	False	
Q9BRD0	True	master_direct
Q9BRF8	False	
Q9BRG1	False	
Q9BRG2	False	
Q9BRI3	False	
Q9BRJ2	False	
Q9BRJ7	True	master_direct
Q9BRJ9	False	
Q9BRK0	False	
Q9BRK3	False	
Q9BRK4	False	
Q9BRK5	False	
Q9BRL6	False	
Q9BRL7	False	
Q9BRN9	False	
Q9BRP0	False	
Q9BRP8	True	master_direct
Q9BRQ3	False	
Q9BRQ5	False	
Q9BRQ6	False	
Q9BRQ8	False	
Q9BRR0	False	
Q9BRR3	False	
Q9BRR6	False	
Q9BRR9	False	
Q9BRS2	True	master_direct
Q9BRS8	True	master_direct
Q9BRT2	False	
Q9BRT3	False	
Q9BRT8	False	
Q9BRT9	False	
Q9BRU9	False	
Q9BRV3	False	
Q9BRV8	False	
Q9BRX2	True	master_direct
Q9BRX5	False	
Q9BRX8	False	
Q9BRX9	True	master_direct
Q9BRZ2	True	master_direct
Q9BS16	False	
Q9BS18	False	
Q9BS26	False	
Q9BS31	False	
Q9BS34	False	
Q9BS40	False	
Q9BS86	False	
Q9BS91	False	
Q9BSA4	False	
Q9BSA9	False	
Q9BSB4	False	
Q9BSD3	False	
Q9BSD7	False	
Q9BSE2	False	
Q9BSE4	False	
Q9BSE5	False	
Q9BSF0	False	
Q9BSF4	False	
Q9BSG1	True	gene_patch
Q9BSH4	False	
Q9BSI4	False	
Q9BSJ2	False	
Q9BSJ5	False	
Q9BSJ6	False	
Q9BSJ8	False	
Q9BSK1	False	
Q9BSK2	False	
Q9BSK4	False	
Q9BSL1	False	
Q9BSM1	False	
Q9BSQ5	False	
Q9BSR8	False	
Q9BST9	False	
Q9BSU1	False	
Q9BSU3	False	
Q9BSV6	True	master_direct
Q9BSW2	False	
Q9BSW7	False	
Q9BSY9	False	
Q9BT04	False	
Q9BT09	False	
Q9BT17	False	
Q9BT22	False	
Q9BT23	False	
Q9BT25	False	
Q9BT30	False	
Q9BT40	False	
Q9BT43	False	
Q9BT49	False	
Q9BT56	False	
Q9BT67	False	
Q9BT78	False	
Q9BT81	False	
Q9BT88	False	
Q9BT92	False	
Q9BTA0	False	
Q9BTA9	False	
Q9BTC0	False	
Q9BTC8	False	
Q9BTD3	False	
Q9BTD8	True	master_direct
Q9BTE3	False	
Q9BTE6	True	master_direct
Q9BTE7	False	
Q9BTF0	True	master_direct
Q9BTK6	False	
Q9BTL3	True	master_direct
Q9BTL4	False	
Q9BTM9	True	master_direct
Q9BTN0	False	
Q9BTP6	False	
Q9BTP7	False	
Q9BTT0	False	
Q9BTT4	False	
Q9BTU6	False	
Q9BTV4	False	
Q9BTV5	False	
Q9BTW9	False	
Q9BTX1	False	
Q9BTX3	False	
Q9BTY2	False	
Q9BTZ2	False	
Q9BU02	False	
Q9BU19	False	
Q9BU20	False	
Q9BU40	False	
Q9BU61	False	
Q9BU64	False	
Q9BU76	False	
Q9BU79	False	
Q9BU89	False	
Q9BUA3	False	
Q9BUB4	True	master_direct
Q9BUB5	False	
Q9BUB7	False	
Q9BUD6	False	
Q9BUE0	False	
Q9BUE6	False	
Q9BUF5	False	
Q9BUF7	False	
Q9BUH6	False	
Q9BUH8	False	
Q9BUI4	False	
Q9BUJ2	True	master_direct
Q9BUK6	False	
Q9BUL5	False	
Q9BUL8	False	
Q9BUL9	True	master_direct
Q9BUM1	False	
Q9BUN5	False	
Q9BUN8	False	
Q9BUP0	False	
Q9BUP3	False	
Q9BUQ8	True	master_direct
Q9BUR4	True	master_direct
Q9BUR5	False	
Q9BUT1	False	
Q9BUU2	False	
Q9BUV0	False	
Q9BUV8	False	
Q9BUW7	False	
Q9BUX1	False	
Q9BUY5	False	
Q9BUZ4	False	
Q9BV10	False	
Q9BV20	False	
Q9BV23	False	
Q9BV29	False	
Q9BV35	False	
Q9BV36	False	
Q9BV38	False	
Q9BV40	False	
Q9BV44	True	master_direct
Q9BV47	False	
Q9BV57	False	
Q9BV68	False	
Q9BV73	False	
Q9BV79	False	
Q9BV81	False	
Q9BV86	False	
Q9BV90	False	
Q9BV94	False	
Q9BVA0	False	
Q9BVA1	False	
Q9BVA6	False	
Q9BVC3	False	
Q9BVC4	False	
Q9BVC5	False	
Q9BVC6	False	
Q9BVG3	False	
Q9BVG8	False	
Q9BVG9	False	
Q9BVH7	False	
Q9BVI0	False	
Q9BVI4	False	
Q9BVJ6	True	gene_patch
Q9BVJ7	False	
Q9BVK2	False	
Q9BVK6	False	
Q9BVK8	False	
Q9BVL2	False	
Q9BVL4	False	
Q9BVM4	False	
Q9BVN2	False	
Q9BVP2	True	master_direct
Q9BVQ7	False	
Q9BVS4	True	master_direct
Q9BVS5	True	master_direct
Q9BVT8	False	
Q9BVV2	False	
Q9BVV6	False	
Q9BVV7	False	
Q9BVW5	False	
Q9BVX2	False	
Q9BW04	False	
Q9BW11	False	
Q9BW19	False	
Q9BW27	False	
Q9BW60	False	
Q9BW61	False	
Q9BW62	False	
Q9BW66	False	
Q9BW71	False	
Q9BW83	False	
Q9BW85	False	
Q9BW91	False	
Q9BW92	True	master_direct
Q9BWC9	False	
Q9BWD1	False	
Q9BWE0	True	master_direct
Q9BWF2	False	
Q9BWF3	True	master_direct
Q9BWG6	False	
Q9BWH2	False	
Q9BWH6	False	
Q9BWJ5	True	master_direct
Q9BWK5	False	
Q9BWL3	False	
Q9BWM7	False	
Q9BWN1	False	
Q9BWP8	False	
Q9BWQ6	False	
Q9BWQ8	False	
Q9BWS9	False	
Q9BWT1	False	
Q9BWT3	True	master_direct
Q9BWT7	False	
Q9BWU1	False	
Q9BWV1	False	
Q9BWV3	False	
Q9BWV7	False	
Q9BWW4	False	
Q9BWW7	False	
Q9BWW8	False	
Q9BWX1	False	
Q9BWX5	False	
Q9BX10	True	master_direct
Q9BX40	True	gene_patch
Q9BX46	True	master_direct
Q9BX59	False	
Q9BX63	True	master_direct
Q9BX66	False	
Q9BX67	False	
Q9BX68	False	
Q9BX70	False	
Q9BX74	False	
Q9BX79	False	
Q9BX82	False	
Q9BX84	False	
Q9BX95	False	
Q9BX97	False	
Q9BXA5	False	
Q9BXA6	False	
Q9BXA7	False	
Q9BXA9	False	
Q9BXB1	False	
Q9BXB4	False	
Q9BXB5	False	
Q9BXB7	False	
Q9BXC0	False	
Q9BXC1	False	
Q9BXC9	False	
Q9BXD5	False	
Q9BXF3	False	
Q9BXF6	False	
Q9BXF9	False	
Q9BXH1	False	
Q9BXI2	False	
Q9BXI3	False	
Q9BXI6	False	
Q9BXI9	False	
Q9BXJ0	False	
Q9BXJ1	False	
Q9BXJ3	False	
Q9BXJ4	False	
Q9BXJ5	False	
Q9BXJ7	False	
Q9BXJ8	False	
Q9BXJ9	False	
Q9BXK5	False	
Q9BXL6	False	
Q9BXL7	False	
Q9BXL8	False	
Q9BXM0	False	
Q9BXM7	False	
Q9BXN1	False	
Q9BXN2	False	
Q9BXP2	False	
Q9BXP5	True	master_direct
Q9BXP8	False	
Q9BXR0	True	master_direct
Q9BXR3	False	
Q9BXR5	False	
Q9BXR6	False	
Q9BXS0	False	
Q9BXS1	False	
Q9BXS4	False	
Q9BXS5	False	
Q9BXS6	False	
Q9BXS9	False	
Q9BXT4	True	gene_patch
Q9BXT5	False	
Q9BXT6	True	master_direct
Q9BXT8	True	master_direct
Q9BXU0	False	
Q9BXU1	False	
Q9BXU7	False	
Q9BXU9	False	
Q9BXV9	True	master_direct
Q9BXW4	False	
Q9BXW6	False	
Q9BXW9	False	
Q9BXX0	False	
Q9BXY4	False	
Q9BXY8	False	
Q9BY07	False	
Q9BY08	False	
Q9BY10	False	
Q9BY11	False	
Q9BY12	False	
Q9BY14	False	
Q9BY15	False	
Q9BY27	False	
Q9BY32	False	
Q9BY41	False	
Q9BY42	False	
Q9BY43	False	
Q9BY44	True	master_direct
Q9BY49	False	
Q9BY50	False	
Q9BY64	False	
Q9BY66	False	
Q9BY67	False	
Q9BY76	False	
Q9BY77	True	master_direct
Q9BY78	False	
Q9BY79	False	
Q9BY84	False	
Q9BYB0	False	
Q9BYB4	False	
Q9BYC5	False	
Q9BYC8	True	master_direct
Q9BYD5	False	
Q9BYE0	False	
Q9BYE2	False	
Q9BYE3	False	
Q9BYE7	False	
Q9BYE9	False	
Q9BYF1	False	
Q9BYG0	False	
Q9BYG3	True	master_direct
Q9BYG4	False	
Q9BYG5	False	
Q9BYG8	False	
Q9BYH1	False	
Q9BYH8	False	
Q9BYI3	False	
Q9BYJ1	False	
Q9BYJ4	False	
Q9BYJ9	True	master_direct
Q9BYK8	False	
Q9BYM8	False	
Q9BYN0	False	
Q9BYN7	False	
Q9BYP7	False	
Q9BYP8	False	
Q9BYP9	False	
Q9BYQ0	False	
Q9BYQ2	False	
Q9BYQ3	False	
Q9BYQ4	False	
Q9BYQ5	False	
Q9BYQ6	False	
Q9BYQ7	False	
Q9BYR0	False	
Q9BYR2	False	
Q9BYR3	False	
Q9BYR4	False	
Q9BYR5	False	
Q9BYR6	False	
Q9BYR7	False	
Q9BYR8	False	
Q9BYR9	False	
Q9BYS1	False	
Q9BYT1	False	
Q9BYT3	False	
Q9BYT8	False	
Q9BYT9	False	
Q9BYU1	False	
Q9BYV1	False	
Q9BYV2	False	
Q9BYV6	False	
Q9BYV7	False	
Q9BYV8	False	
Q9BYV9	False	
Q9BYW1	False	
Q9BYW2	False	
Q9BYW3	False	
Q9BYX2	False	
Q9BYX4	True	master_direct
Q9BYX7	False	
Q9BYZ2	False	
Q9BYZ6	False	
Q9BYZ8	False	
Q9BZ11	False	
Q9BZ23	False	
Q9BZ29	False	
Q9BZ67	False	
Q9BZ71	False	
Q9BZ72	False	
Q9BZ95	False	
Q9BZA7	False	
Q9BZA8	False	
Q9BZB8	True	master_direct
Q9BZC1	True	master_direct
Q9BZC7	False	
Q9BZD2	False	
Q9BZD4	False	
Q9BZD6	False	
Q9BZE0	False	
Q9BZE2	True	master_direct
Q9BZE4	True	master_direct
Q9BZE9	False	
Q9BZF1	False	
Q9BZF2	False	
Q9BZF3	False	
Q9BZF9	False	
Q9BZG1	False	
Q9BZG2	False	
Q9BZG8	False	
Q9BZH6	False	
Q9BZI7	True	master_direct
Q9BZJ0	True	master_direct
Q9BZJ3	False	
Q9BZJ4	False	
Q9BZJ7	False	
Q9BZJ8	False	
Q9BZK7	False	
Q9BZL1	False	
Q9BZL3	False	
Q9BZL4	False	
Q9BZL6	False	
Q9BZM1	False	
Q9BZM2	False	
Q9BZM3	False	
Q9BZM4	False	
Q9BZM5	False	
Q9BZM6	False	
Q9BZP6	False	
Q9BZQ2	False	
Q9BZQ4	False	
Q9BZQ6	False	
Q9BZQ8	False	
Q9BZR6	False	
Q9BZR8	False	
Q9BZR9	False	
Q9BZS1	False	
Q9BZV1	False	
Q9BZV2	False	
Q9BZV3	False	
Q9BZW2	False	
Q9BZW4	False	
Q9BZW7	False	
Q9BZW8	False	
Q9BZX2	False	
Q9BZX4	False	
Q9BZY9	False	
Q9BZZ2	False	
Q9BZZ5	True	gene_patch
Q9C000	False	
Q9C004	False	
Q9C005	False	
Q9C019	False	
Q9C026	False	
Q9C029	False	
Q9C030	False	
Q9C035	False	
Q9C037	False	
Q9C040	False	
Q9C056	False	
Q9C086	False	
Q9C091	False	
Q9C093	False	
Q9C098	False	
Q9C0A0	False	
Q9C0A1	False	
Q9C0A6	False	
Q9C0B0	True	master_direct
Q9C0B1	True	master_direct
Q9C0B2	False	
Q9C0B5	False	
Q9C0C2	False	
Q9C0C4	False	
Q9C0C6	False	
Q9C0C7	False	
Q9C0C9	False	
Q9C0D0	False	
Q9C0D2	False	
Q9C0D3	False	
Q9C0D5	False	
Q9C0D6	False	
Q9C0D9	False	
Q9C0E2	False	
Q9C0E4	False	
Q9C0E8	False	
Q9C0F0	False	
Q9C0F1	False	
Q9C0F3	False	
Q9C0G0	False	
Q9C0G6	False	
Q9C0H2	False	
Q9C0H9	False	
Q9C0I1	False	
Q9C0I4	False	
Q9C0J1	False	
Q9C0J8	False	
Q9C0J9	False	
Q9C0K0	False	
Q9C0K1	False	
Q9C0K7	False	
Q9GZL7	True	master_direct
Q9GZM5	False	
Q9GZM7	False	
Q9GZM8	False	
Q9GZN0	False	
Q9GZN1	False	
Q9GZN2	False	
Q9GZN4	False	
Q9GZN7	False	
Q9GZP0	False	
Q9GZP9	False	
Q9GZQ3	False	
Q9GZQ4	False	
Q9GZQ6	False	
Q9GZQ8	False	
Q9GZR1	False	
Q9GZR2	True	master_direct
Q9GZR5	False	
Q9GZR7	True	gene_patch
Q9GZS0	False	
Q9GZS1	True	master_direct
Q9GZS3	True	master_direct
Q9GZS9	False	
Q9GZT3	True	master_direct
Q9GZT4	False	
Q9GZT5	False	
Q9GZT8	False	
Q9GZT9	False	
Q9GZU1	False	
Q9GZU2	False	
Q9GZU5	False	
Q9GZU7	False	
Q9GZU8	False	
Q9GZV1	False	
Q9GZV3	False	
Q9GZV4	True	gene_patch
Q9GZV5	False	
Q9GZV7	False	
Q9GZV8	False	
Q9GZV9	False	
Q9GZW8	False	
Q9GZX3	False	
Q9GZX5	False	
Q9GZX6	False	
Q9GZX7	True	master_direct
Q9GZX9	False	
Q9GZY0	True	master_direct
Q9GZY6	False	
Q9GZY8	False	
Q9GZZ1	False	
Q9GZZ6	False	
Q9GZZ7	False	
Q9GZZ8	False	
Q9GZZ9	False	
Q9H000	True	master_direct
Q9H008	False	
Q9H013	False	
Q9H015	False	
Q9H019	False	
Q9H040	False	
Q9H061	False	
Q9H063	False	
Q9H069	False	
Q9H074	True	gene_patch
Q9H078	False	
Q9H079	False	
Q9H081	False	
Q9H082	False	
Q9H089	True	master_direct
Q9H093	False	
Q9H095	False	
Q9H0A0	True	master_direct
Q9H0A6	True	master_direct
Q9H0A8	False	
Q9H0A9	False	
Q9H0B3	False	
Q9H0B6	False	
Q9H0B8	False	
Q9H0C1	False	
Q9H0C2	False	
Q9H0C5	False	
Q9H0C8	False	
Q9H0D2	False	
Q9H0D6	False	
Q9H0E2	False	
Q9H0E3	False	
Q9H0E7	False	
Q9H0E9	False	
Q9H0F5	False	
Q9H0F6	False	
Q9H0F7	False	
Q9H0G5	True	gene_patch
Q9H0H0	True	master_direct
Q9H0H3	False	
Q9H0H5	False	
Q9H0I2	False	
Q9H0I3	False	
Q9H0J4	False	
Q9H0J9	True	master_direct
Q9H0K1	False	
Q9H0K6	True	master_direct
Q9H0L4	True	master_direct
Q9H0M0	False	
Q9H0M4	False	
Q9H0N0	False	
Q9H0N5	False	
Q9H0P0	False	
Q9H0Q3	False	
Q9H0R1	False	
Q9H0R3	False	
Q9H0R5	False	
Q9H0R6	True	master_direct
Q9H0R8	False	
Q9H0S4	True	master_direct
Q9H0T7	False	
Q9H0U3	False	
Q9H0U4	False	
Q9H0U6	True	master_direct
Q9H0V9	False	
Q9H0W5	False	
Q9H0W8	True	master_direct
Q9H0W9	False	
Q9H0X6	False	
Q9H0X9	False	
Q9H0Y0	False	
Q9H0Z9	True	master_direct
Q9H112	False	
Q9H115	False	
Q9H116	False	
Q9H147	False	
Q9H156	False	
Q9H159	False	
Q9H160	False	
Q9H161	False	
Q9H165	False	
Q9H169	False	
Q9H171	False	
Q9H172	False	
Q9H173	False	
Q9H175	False	
Q9H190	False	
Q9H195	False	
Q9H1A3	False	
Q9H1A4	False	
Q9H1B4	False	
Q9H1B5	False	
Q9H1B7	False	
Q9H1C4	False	
Q9H1D0	False	
Q9H1D9	False	
Q9H1E1	True	master_direct
Q9H1E3	False	
Q9H1H9	False	
Q9H1I8	False	
Q9H1J1	True	master_direct
Q9H1J5	False	
Q9H1J7	False	
Q9H1K0	False	
Q9H1K1	True	master_direct
Q9H1K4	False	
Q9H1M4	False	
Q9H1N7	False	
Q9H1P3	False	
Q9H1P6	False	
Q9H1R2	False	
Q9H1R3	False	
Q9H1U9	False	
Q9H1V8	False	
Q9H1X1	False	
Q9H1Y0	False	
Q9H1Y3	False	
Q9H201	False	
Q9H204	False	
Q9H211	False	
Q9H221	False	
Q9H222	False	
Q9H223	False	
Q9H227	False	
Q9H228	False	
Q9H237	False	
Q9H239	False	
Q9H244	False	
Q9H251	False	
Q9H252	False	
Q9H254	False	
Q9H255	False	
Q9H257	False	
Q9H267	False	
Q9H269	False	
Q9H270	False	
Q9H293	False	
Q9H295	False	
Q9H299	False	
Q9H2A2	False	
Q9H2A7	False	
Q9H2A9	False	
Q9H2B2	False	
Q9H2B4	False	
Q9H2C0	False	
Q9H2C1	False	
Q9H2C2	False	
Q9H2D1	False	
Q9H2D6	False	
Q9H2E6	False	
Q9H2F3	False	
Q9H2F5	False	
Q9H2G2	False	
Q9H2G4	False	
Q9H2G9	False	
Q9H2H0	False	
Q9H2H8	True	master_direct
Q9H2H9	False	
Q9H2J4	False	
Q9H2J7	False	
Q9H2K0	True	master_direct
Q9H2K2	False	
Q9H2K8	False	
Q9H2L4	False	
Q9H2L5	False	
Q9H2M3	False	
Q9H2M9	False	
Q9H2P0	False	
Q9H2P9	False	
Q9H2R5	False	
Q9H2S1	False	
Q9H2S5	False	
Q9H2S6	False	
Q9H2S9	False	
Q9H2U1	True	master_direct
Q9H2U2	False	
Q9H2U9	False	
Q9H2V7	False	
Q9H2W1	False	
Q9H2W2	False	
Q9H2X0	False	
Q9H2X3	False	
Q9H2X6	False	
Q9H2X9	False	
Q9H2Y7	True	gene_patch
Q9H300	False	
Q9H305	False	
Q9H306	False	
Q9H307	True	master_direct
Q9H310	False	
Q9H313	False	
Q9H320	False	
Q9H324	False	
Q9H329	False	
Q9H334	False	
Q9H361	True	master_direct
Q9H3D4	False	
Q9H3F6	False	
Q9H3H1	True	master_direct
Q9H3H3	True	master_direct
Q9H3H5	False	
Q9H3J6	True	master_direct
Q9H3K2	False	
Q9H3K6	False	
Q9H3L0	False	
Q9H3M0	False	
Q9H3M7	False	
Q9H3M9	False	
Q9H3N1	False	
Q9H3N8	False	
Q9H3P2	False	
Q9H3P7	False	
Q9H3Q1	False	
Q9H3Q3	False	
Q9H3R0	False	
Q9H3R1	False	
Q9H3R2	False	
Q9H3R5	False	
Q9H3S1	False	
Q9H3S3	False	
Q9H3S4	False	
Q9H3S5	False	
Q9H3S7	False	
Q9H3T2	False	
Q9H3T3	False	
Q9H3U1	False	
Q9H3U5	False	
Q9H3U7	False	
Q9H3Y6	False	
Q9H3Z4	False	
Q9H400	False	
Q9H410	False	
Q9H422	False	
Q9H427	False	
Q9H444	False	
Q9H461	False	
Q9H467	False	
Q9H469	False	
Q9H477	False	
Q9H479	False	
Q9H488	False	
Q9H490	False	
Q9H492	False	
Q9H497	False	
Q9H4A3	False	
Q9H4A5	False	
Q9H4A6	False	
Q9H4A9	False	
Q9H4B0	False	
Q9H4B4	False	
Q9H4B6	False	
Q9H4B7	False	
Q9H4D0	False	
Q9H4D5	True	gene_patch
Q9H4E5	False	
Q9H4E7	False	
Q9H4F1	False	
Q9H4F8	False	
Q9H4G0	False	
Q9H4G4	False	
Q9H4H8	False	
Q9H4I2	False	
Q9H4I3	False	
Q9H4I9	False	
Q9H4K7	False	
Q9H4L4	False	
Q9H4L5	False	
Q9H4L7	True	master_direct
Q9H4M3	False	
Q9H4M7	False	
Q9H4M9	False	
Q9H4P4	False	
Q9H4Q3	False	
Q9H4Q4	False	
Q9H4T2	True	master_direct
Q9H4W6	False	
Q9H4X1	False	
Q9H4Y5	False	
Q9H4Z2	False	
Q9H4Z3	True	master_direct
Q9H503	False	
Q9H511	False	
Q9H553	False	
Q9H582	False	
Q9H583	True	master_direct
Q9H596	False	
Q9H598	False	
Q9H5F2	False	
Q9H5H4	True	master_direct
Q9H5I1	False	
Q9H5I5	False	
Q9H5J4	False	
Q9H5J8	False	
Q9H5K3	False	
Q9H5N1	False	
Q9H5P4	False	
Q9H5Q4	False	
Q9H5U6	True	master_direct
Q9H5V7	False	
Q9H5V8	False	
Q9H5V9	False	
Q9H5X1	False	
Q9H5Y7	False	
Q9H5Z1	True	master_direct
Q9H5Z6	False	
Q9H611	False	
Q9H633	True	master_direct
Q9H649	True	master_direct
Q9H668	True	master_direct
Q9H672	False	
Q9H694	True	master_direct
Q9H6B4	False	
Q9H6B9	False	
Q9H6D3	False	
Q9H6D7	False	
Q9H6E4	False	
Q9H6E5	True	master_direct
Q9H6F5	True	master_direct
Q9H6H4	False	
Q9H6I2	False	
Q9H6J7	False	
Q9H6K1	False	
Q9H6L2	False	
Q9H6L4	False	
Q9H6L5	False	
Q9H6P5	False	
Q9H6Q3	False	
Q9H6Q4	False	
Q9H6R0	True	master_direct
Q9H6R3	False	
Q9H6R4	True	gene_patch
Q9H6R6	False	
Q9H6R7	False	
Q9H6S0	True	master_direct
Q9H6S1	False	
Q9H6S3	False	
Q9H6T0	True	master_direct
Q9H6T3	False	
Q9H6U6	False	
Q9H6U8	False	
Q9H6V9	False	
Q9H6W3	False	
Q9H6X2	False	
Q9H6Y7	False	
Q9H6Z4	False	
Q9H6Z9	False	
Q9H706	False	
Q9H707	False	
Q9H714	False	
Q9H741	False	
Q9H765	False	
Q9H772	False	
Q9H773	False	
Q9H777	True	gene_patch
Q9H788	False	
Q9H790	False	
Q9H792	False	
Q9H799	False	
Q9H7B2	True	master_direct
Q9H7B4	False	
Q9H7C4	False	
Q9H7D0	False	
Q9H7D7	False	
Q9H7E2	False	
Q9H7E9	False	
Q9H7F0	False	
Q9H7H0	False	
Q9H7L9	False	
Q9H7M9	False	
Q9H7N4	True	master_direct
Q9H7P6	False	
Q9H7P9	False	
Q9H7S9	False	
Q9H7T9	False	
Q9H7V2	False	
Q9H7X0	False	
Q9H7X3	False	
Q9H7Z3	False	
Q9H7Z6	True	master_direct
Q9H7Z7	False	
Q9H808	False	
Q9H813	False	
Q9H814	True	master_direct
Q9H816	False	
Q9H825	True	master_direct
Q9H832	False	
Q9H840	True	master_direct
Q9H845	False	
Q9H867	False	
Q9H869	False	
Q9H871	False	
Q9H875	False	
Q9H892	False	
Q9H8E8	False	
Q9H8H0	True	gene_patch
Q9H8H2	False	
Q9H8H3	False	
Q9H8K7	False	
Q9H8L6	False	
Q9H8M2	False	
Q9H8M5	False	
Q9H8M7	False	
Q9H8M9	False	
Q9H8N7	False	
Q9H8P0	False	
Q9H8S9	False	
Q9H8T0	False	
Q9H8V3	False	
Q9H8W4	False	
Q9H8W5	False	
Q9H8X2	False	
Q9H8X9	False	
Q9H8Y5	False	
Q9H8Y8	False	
Q9H900	False	
Q9H902	False	
Q9H903	False	
Q9H910	False	
Q9H936	False	
Q9H944	False	
Q9H974	True	master_direct
Q9H977	False	
Q9H981	False	
Q9H987	False	
Q9H992	False	
Q9H993	False	
Q9H999	False	
Q9H9A5	True	master_direct
Q9H9A7	False	
Q9H9B1	False	
Q9H9B4	False	
Q9H9C1	False	
Q9H9D4	False	
Q9H9E1	False	
Q9H9E3	False	
Q9H9F9	False	
Q9H9G7	True	master_direct
Q9H9H4	False	
Q9H9J2	True	master_direct
Q9H9J4	False	
Q9H9K5	False	
Q9H9L4	False	
Q9H9L7	False	
Q9H9P2	False	
Q9H9P5	True	gene_patch
Q9H9P8	False	
Q9H9Q2	False	
Q9H9Q4	False	
Q9H9S0	False	
Q9H9S5	False	
Q9H9T3	True	master_direct
Q9H9V4	False	
Q9H9V9	False	
Q9H9Y6	False	
Q9H9Z2	True	master_direct
Q9HA38	True	master_direct
Q9HA47	False	
Q9HA65	False	
Q9HA72	False	
Q9HA77	True	master_direct
Q9HA82	False	
Q9HAB3	False	
Q9HAB8	False	
Q9HAC7	False	
Q9HAC8	False	
Q9HAD4	False	
Q9HAE3	False	
Q9HAF1	False	
Q9HAI6	False	
Q9HAJ7	False	
Q9HAK2	False	
Q9HAN9	False	
Q9HAP2	False	
Q9HAP6	False	
Q9HAQ2	False	
Q9HAR2	False	
Q9HAS0	False	
Q9HAS3	False	
Q9HAT0	False	
Q9HAT2	False	
Q9HAT8	False	
Q9HAU0	False	
Q9HAU4	False	
Q9HAU5	True	master_direct
Q9HAU8	False	
Q9HAV0	False	
Q9HAV4	True	master_direct
Q9HAV5	False	
Q9HAV7	False	
Q9HAW0	False	
Q9HAW4	False	
Q9HAW7	False	
Q9HAW8	False	
Q9HAW9	False	
Q9HAY6	False	
Q9HAZ1	True	master_direct
Q9HAZ2	False	
Q9HB03	False	
Q9HB07	False	
Q9HB14	False	
Q9HB15	False	
Q9HB19	False	
Q9HB20	False	
Q9HB21	False	
Q9HB29	False	
Q9HB55	False	
Q9HB58	False	
Q9HB63	False	
Q9HB65	False	
Q9HB71	False	
Q9HB75	False	
Q9HB89	False	
Q9HB90	False	
Q9HB96	False	
Q9HBA0	False	
Q9HBA9	False	
Q9HBB8	False	
Q9HBD1	True	master_direct
Q9HBE1	False	
Q9HBE4	False	
Q9HBE5	False	
Q9HBF4	False	
Q9HBG4	False	
Q9HBG6	False	
Q9HBG7	False	
Q9HBH0	False	
Q9HBH1	False	
Q9HBH5	False	
Q9HBH7	False	
Q9HBH9	False	
Q9HBI0	False	
Q9HBI1	False	
Q9HBI6	False	
Q9HBJ7	False	
Q9HBJ8	False	
Q9HBK9	False	
Q9HBL0	False	
Q9HBL8	False	
Q9HBM0	False	
Q9HBM1	False	
Q9HBM6	False	
Q9HBT6	False	
Q9HBT8	False	
Q9HBU6	False	
Q9HBU9	False	
Q9HBV2	False	
Q9HBW0	False	
Q9HBW1	False	
Q9HBW9	False	
Q9HBX8	False	
Q9HBX9	False	
Q9HBY0	False	
Q9HBY8	False	
Q9HBZ2	False	
Q9HC07	False	
Q9HC10	True	master_direct
Q9HC16	True	master_direct
Q9HC21	False	
Q9HC23	False	
Q9HC24	False	
Q9HC29	False	
Q9HC35	False	
Q9HC36	True	master_direct
Q9HC52	False	
Q9HC58	False	
Q9HC62	False	
Q9HC73	False	
Q9HC77	False	
Q9HC78	False	
Q9HC84	False	
Q9HC96	False	
Q9HC97	False	
Q9HC98	False	
Q9HCB6	False	
Q9HCC0	False	
Q9HCC8	False	
Q9HCC9	False	
Q9HCD5	False	
Q9HCD6	False	
Q9HCE0	False	
Q9HCE1	True	master_direct
Q9HCE5	True	master_direct
Q9HCE6	False	
Q9HCE7	False	
Q9HCE9	False	
Q9HCF6	False	
Q9HCG7	False	
Q9HCG8	False	
Q9HCH0	False	
Q9HCH3	False	
