uniprot_accession,uniprot_length,rnaprimaryclass,method,cluster_pam_k2,cluster_hierarchical_k2,cluster_pam_k3,cluster_hierarchical_k3,cluster_pam_k4,cluster_hierarchical_k4,cluster_pam_k5,cluster_hierarchical_k5,cluster_pam_k6,cluster_hierarchical_k6,cluster_pam_k7,cluster_hierarchical_k7,cluster_pam_k8,cluster_hierarchical_k8,cluster_pam_k9,cluster_hierarchical_k9,cluster_pam_k10,cluster_hierarchical_k10,cluster_hdbscan,hdbscan_confidence
Q99590,1463.0,mRNA,LCRFinder,0,2,0,2,3,3,3,3,3,3,3,3,0,3,0,4,3,4,-1,0.0
Q9UNY4,1162.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q5T481,1227.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
O60832,514.0,snoRNA,LCRFinder,1,2,1,2,1,3,1,3,5,4,1,5,1,6,5,7,5,8,-1,0.0
O60506,623.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,6,5,6,6,6,7,6,8,-1,0.0
Q96IP4,442.0,unknown,LCRFinder,0,2,2,2,3,3,0,3,0,4,0,5,3,6,3,7,3,8,-1,0.0
Q14690,1871.0,snoRNA,LCRFinder,1,2,2,2,1,3,1,3,5,4,1,5,1,6,5,7,5,8,-1,0.0
A0A0A0MRM9,708.0,snoRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
X6R7H2,631.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,3,3,3,3,3,8,4,8,4,-1,0.0
Q5VTL8,546.0,snRNA,LCRFinder,1,2,1,2,3,3,3,3,3,3,3,3,3,3,8,4,8,4,-1,0.0
O75607,178.0,pre-rRNA,LCRFinder,1,2,2,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q9UKA9,531.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,2,6,2,0.6155933899273244
A2PYH4,1435.0,unknown,LCRFinder,0,2,0,2,1,3,3,3,5,3,5,3,5,3,5,4,5,5,-1,0.0
Q06787,632.0,mRNA,LCRFinder,0,2,0,2,3,3,3,3,3,4,5,4,5,4,3,5,3,6,-1,0.0
Q5JSJ4,861.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,7,4,7,5,7,6,0,1.0
Q6IPR3,259.0,tRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
Q8NC51,408.0,mRNA,LCRFinder,1,2,1,2,3,3,0,3,3,4,3,4,3,4,3,5,3,6,-1,0.0
O15541,343.0,snRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,1,1.0
Q99459,802.0,mRNA,LCRFinder,1,2,1,2,2,3,3,3,3,4,5,5,5,6,1,7,1,8,-1,0.0
Q13325,482.0,tRNA,LCRFinder,1,2,2,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
P09913,472.0,ncRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
O95793,577.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q9GZR2,422.0,pre-rRNA,LCRFinder,1,2,1,2,2,3,3,3,5,3,5,3,5,3,5,4,5,5,-1,0.0
Q96GM8,510.0,unknown,LCRFinder,0,2,2,2,2,3,3,3,5,3,5,3,5,3,5,4,5,5,-1,0.0
P67809,324.0,mRNA,LCRFinder,0,2,0,2,3,3,3,3,3,4,3,4,3,4,3,5,3,6,-1,0.0
Q14249,297.0,diverse,LCRFinder,0,2,0,2,3,3,4,3,4,4,3,4,3,4,3,5,3,6,-1,0.0
P55795,449.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,3,4,3,5,0,6,-1,0.0
Q13310,644.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
Q9Y3A2,253.0,snoRNA,LCRFinder,1,2,2,2,2,3,3,3,5,3,5,3,5,3,5,4,5,5,-1,0.0
Q12874,501.0,snRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
Q86U90,279.0,tRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
Q13823,731.0,pre-rRNA,LCRFinder,1,2,1,2,2,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q5D1E8,599.0,ncRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,0,6,-1,0.0
P82914,257.0,ribosomal protein,LCRFinder,0,2,0,2,3,3,3,3,3,4,5,4,5,4,3,5,3,6,-1,0.0
Q8TD26,2715.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,3,3,1,3,1,3,1,4,1,5,-1,0.0
P46100,2492.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q9BQ39,737.0,pre-rRNA,LCRFinder,1,2,1,2,1,3,0,3,0,3,1,3,1,3,1,4,1,4,-1,0.0
Q08170,494.0,mRNA,LCRFinder,1,2,1,2,3,3,3,3,3,3,5,3,5,3,8,4,8,4,-1,0.0
Q9NX07,287.0,tRNA,LCRFinder,0,2,0,3,0,4,4,4,4,5,4,6,0,7,0,8,7,9,-1,0.0
Q9H694,974.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
P62906,217.0,ribosomal protein,LCRFinder,0,2,2,2,2,3,3,3,5,3,5,3,5,3,5,4,5,5,-1,0.0
Q14692,1282.0,pre-rRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
O43390,633.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
O15213,610.0,snoRNA,LCRFinder,1,2,2,2,2,3,3,3,3,4,5,5,5,6,1,7,1,8,-1,0.0
P20042,333.0,tRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q09161,790.0,mRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
Q969E8,191.0,pre-rRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
Q9NX05,1096.0,unknown,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,0,6,-1,0.0
Q5JVS0,413.0,mRNA,LCRFinder,1,2,1,2,3,3,1,3,3,4,3,4,3,4,3,5,3,6,-1,0.0
Q6BEB4,398.0,unknown,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,2,0.6978992358527603
Q9H1J1,476.0,mRNA,LCRFinder,1,2,1,2,3,3,3,3,3,4,5,4,5,4,8,5,8,6,-1,0.0
J3KPD3,267.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,3,4,3,4,3,4,3,5,3,6,-1,0.0
Q13825,339.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,2,0.6234195795544597
Q96T58,3664.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q96T21,854.0,mRNA,LCRFinder,1,2,1,2,2,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q5VYS8,1495.0,ncRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
O60812,293.0,mRNA,LCRFinder,1,2,2,2,2,3,1,3,3,4,1,5,1,6,1,7,1,8,2,0.604818713277624
P61978,463.0,mRNA,LCRFinder,0,2,0,2,3,3,4,3,4,4,3,4,3,4,3,5,3,6,-1,0.0
P98179,157.0,mRNA,LCRFinder,0,2,0,2,3,3,4,3,4,4,4,4,3,4,3,5,3,6,-1,0.0
P05388,317.0,ribosomal protein,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,5,0,6,0,7,2,8,-1,0.0
Q5SY16,702.0,pre-rRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,5,4,5,4,6,5,6,6,-1,0.0
Q9Y2L1,958.0,diverse,LCRFinder,1,2,1,2,2,3,3,3,5,3,5,3,5,3,5,4,5,5,-1,0.0
Q9P2E9,1410.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q8N1G4,583.0,unknown,LCRFinder,0,2,0,2,3,3,3,3,3,4,3,5,3,6,3,7,3,8,-1,0.0
O60293,1989.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
P51843,470.0,mRNA,LCRFinder,0,2,2,2,2,3,2,3,2,4,2,5,0,6,0,7,2,8,-1,0.0
Q9BX46,236.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
Q9UHK0,495.0,snoRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q5T6F2,1119.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
Q12986,1120.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,0,4,0,5,3,6,2,0.7408985152128944
O60870,393.0,snRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
O95373,1038.0,mRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
Q9BRS2,568.0,pre-rRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
Q96I25,401.0,mRNA,LCRFinder,1,2,1,2,2,3,1,3,3,4,1,5,1,6,1,7,1,8,-1,0.0
Q01081,240.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,8,5,8,6,-1,0.0
Q9H5H4,540.0,unknown,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,1,0.7401913041391851
Q9NWH9,1034.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q9NYK1,1049.0,ncRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,7,4,7,5,7,6,0,1.0
O75475,530.0,mRNA,LCRFinder,1,2,2,2,2,3,3,3,5,4,5,5,5,6,5,7,5,8,-1,0.0
Q16594,264.0,snoRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
Q58A45,887.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,2,4,2,5,4,6,-1,0.0
Q6UX04,472.0,mRNA,LCRFinder,1,2,2,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q92664,365.0,pre-rRNA,LCRFinder,1,2,2,2,2,3,3,3,5,3,5,3,5,3,5,4,5,5,-1,0.0
O00567,594.0,snoRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q9NS39,739.0,mRNA,LCRFinder,0,2,0,2,3,3,3,3,3,4,3,4,3,4,3,5,3,6,-1,0.0
P14678,240.0,snRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,3,4,3,5,3,6,2,0.6222881442825309
Q8NE18,718.0,pre-rRNA,LCRFinder,0,2,0,2,2,3,3,3,5,3,5,3,5,3,5,4,5,5,-1,0.0
Q9UKK3,1724.0,ncRNA,LCRFinder,0,2,0,2,0,3,0,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
P62995,288.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,3,3,3,3,3,3,8,4,8,4,-1,0.0
Q9NR90,486.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,2,6,2,1.0
A0A5K1VW79,999.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,0,4,0,5,0,6,-1,0.0
P46087,812.0,pre-rRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
E9PBY2,654.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,2,6,2,1.0
Q9P2P1,1898.0,unknown,LCRFinder,1,2,1,2,3,3,4,3,4,4,6,5,6,6,6,7,6,8,-1,0.0
J3KPK3,459.0,mRNA,LCRFinder,0,2,0,2,3,3,3,3,3,4,5,4,5,4,3,5,0,6,-1,0.0
Q8WWM7,1075.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
O60287,2271.0,pre-rRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,2,4,2,5,4,6,-1,0.0
O43310,598.0,mRNA,LCRFinder,0,2,2,2,2,3,3,3,5,3,5,3,5,3,5,4,5,5,-1,0.0
A6NDE4,496.0,mRNA,LCRFinder,0,2,0,2,3,3,3,3,3,4,5,4,5,4,3,5,0,6,-1,0.0
O43148,476.0,mRNA,LCRFinder,1,2,1,2,3,3,3,3,5,3,5,3,5,3,5,4,5,5,-1,0.0
A0A140T8Y2,407.0,pre-rRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,1,1.0
O60231,1041.0,snRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q2Q1W2,868.0,ncRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
Q9HCE5,456.0,mRNA,LCRFinder,1,2,1,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
Q53F19,620.0,unknown,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
A0A0A0MRZ1,733.0,unknown,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
P41250,739.0,tRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,2,0.6150691758920516
Q8N163,923.0,mRNA,LCRFinder,1,2,1,2,0,3,4,3,4,4,6,4,6,4,6,5,6,6,-1,0.0
Q96L91,3159.0,unknown,LCRFinder,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,3,1,3,-1,0.0
Q14444,709.0,mRNA,LCRFinder,1,2,1,2,3,3,0,3,3,4,3,5,3,6,3,7,3,8,-1,0.0
Q8IYL2,757.0,tRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,2,4,2,5,4,6,2,0.7611452633384725
Q8N5X7,224.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,0,4,0,5,2,6,2,0.7163415587402671
Q7Z6M4,381.0,pre-rRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
Q9BUJ2,856.0,mRNA,LCRFinder,0,1,0,1,3,2,0,2,0,2,6,2,6,2,6,3,0,3,-1,0.0
Q9NYF8,920.0,mRNA,LCRFinder,1,1,1,1,3,1,1,1,3,1,3,1,3,1,8,1,8,1,-1,0.0
Q66PJ3,237.0,mRNA,LCRFinder,0,2,0,2,3,3,3,3,3,3,5,3,5,3,8,4,8,4,-1,0.0
Q13595,282.0,mRNA,LCRFinder,0,2,0,2,3,3,3,3,0,3,3,3,3,3,8,4,8,4,-1,0.0
P55010,431.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q9H0A6,362.0,unknown,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,2,6,2,1.0
Q9UIF8,2168.0,ncRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,6,5,6,6,6,7,6,8,-1,0.0
J3KPP4,489.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,3,1,3,1,3,8,4,8,4,-1,0.0
Q9ULR0,285.0,mRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,1,0.8088101121032409
P31943,449.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,3,4,3,5,0,6,-1,0.0
Q8IY21,1712.0,ncRNA,LCRFinder,0,2,2,2,2,3,4,3,4,4,6,5,6,6,6,7,6,8,-1,0.0
Q8TE96,717.0,mRNA,LCRFinder,1,2,1,2,2,3,4,3,4,4,6,5,6,6,6,7,6,8,-1,0.0
A0A0B4J1V9,884.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
O14647,1828.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
P35269,517.0,mRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
Q9BPZ3,127.0,mRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
A8MXP9,895.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,5,2,6,2,7,4,8,-1,0.0
Q5T760,491.0,mRNA,LCRFinder,1,2,1,2,3,3,1,3,1,3,3,3,3,3,8,4,8,4,-1,0.0
P51825,1210.0,mRNA,LCRFinder,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,3,1,3,-1,0.0
Q14764,893.0,ncRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
Q99613,913.0,mRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
Q96QR8,312.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,0,4,0,5,3,6,-1,0.0
Q9P2E3,1918.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
P50914,215.0,ribosomal protein,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
Q9Y4F3,1742.0,ncRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
Q9BSV6,310.0,tRNA,LCRFinder,0,2,0,2,3,3,4,3,4,4,3,4,3,4,3,5,3,6,-1,0.0
A0A5H1ZRQ2,731.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
Q8N8A6,666.0,pre-rRNA,LCRFinder,1,2,1,2,1,3,3,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
Q52LJ0,433.0,tRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,3,4,3,5,3,6,-1,0.0
Q15397,648.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,7,4,7,5,7,6,-1,0.0
Q9NVR2,710.0,snRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,7,4,7,5,7,6,0,1.0
Q92945,711.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
Q3L8U1,2897.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q6P6C2,394.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,2,4,2,5,2,6,-1,0.0
Q8IXT5,1001.0,mRNA,LCRFinder,1,2,2,2,2,3,3,3,3,4,5,5,5,5,6,6,6,7,-1,0.0
P57052,281.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
B5MCF9,571.0,pre-rRNA,LCRFinder,1,2,1,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
Q9UBB9,837.0,mRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,1,0.870564678378053
Q15061,677.0,pre-rRNA,LCRFinder,1,2,1,2,2,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
B5MCY1,1934.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,2,4,2,5,4,6,-1,0.0
Q86XN8,651.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,5,3,6,3,7,3,8,-1,0.0
Q9NQZ3,744.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
Q12906,894.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,0,6,-1,0.0
Q9NRJ5,637.0,mRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,1,1.0
Q9UPQ9,1833.0,mRNA,LCRFinder,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,3,0,3,-1,0.0
Q9NVR5,837.0,unknown,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,3,4,3,5,3,6,2,0.776958323180103
Q5U5Q3,659.0,mRNA,LCRFinder,1,2,1,2,0,3,4,3,4,4,6,5,6,6,6,7,6,8,-1,0.0
Q8N201,2190.0,snRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,6,5,6,6,6,7,6,8,-1,0.0
B5MCU0,990.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,6,4,6,4,6,5,6,6,-1,0.0
P42696,430.0,mRNA,LCRFinder,1,2,1,2,2,3,3,3,3,4,5,5,5,6,5,7,5,8,-1,0.0
Q14966,1978.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,8,7,8,8,-1,0.0
A0A7N4I394,994.0,snRNA,LCRFinder,1,2,1,2,1,3,1,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
Q8N5P1,291.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q9Y4B4,1467.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q8WVV9,542.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,3,4,3,5,3,6,2,0.6332321038874605
B8ZZ98,158.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,3,1,3,1,3,8,4,8,4,-1,0.0
Q96N16,626.0,mRNA,LCRFinder,1,2,2,2,2,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
P61129,1189.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
C9JAB2,235.0,mRNA,LCRFinder,1,2,1,2,3,3,3,3,3,3,5,3,5,3,8,4,8,4,-1,0.0
O75923,2080.0,unknown,LCRFinder,0,2,0,2,0,3,3,3,4,4,5,4,5,4,6,5,6,6,-1,0.0
E7ETU5,370.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,0,4,0,5,2,6,2,0.6867537092090658
P26639,723.0,tRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
E7EWR4,597.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,2,4,2,5,4,6,2,0.92795710171937
P62750,156.0,ribosomal protein,LCRFinder,1,2,1,2,1,3,3,3,5,3,5,3,5,3,5,4,5,5,-1,0.0
Q96QC0,940.0,unknown,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
Q7Z7A3,348.0,tRNA,LCRFinder,0,2,0,2,3,3,4,3,4,4,3,4,3,4,3,5,3,6,-1,0.0
P27824,592.0,unknown,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
Q16630,551.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,3,4,3,4,3,4,3,5,3,6,-1,0.0
C9J9B2,264.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,0,4,0,5,2,6,2,0.6049896736429814
O00571,662.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,3,4,3,5,0,6,-1,0.0
Q5GAN6,216.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,7,4,7,5,7,6,-1,0.0
X6RDA4,248.0,ncRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
Q00839,825.0,mRNA,LCRFinder,1,2,1,2,3,3,1,3,3,4,3,5,3,6,3,7,3,8,-1,0.0
Q7L2E3,1194.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q6R2W3,1325.0,unknown,LCRFinder,1,2,1,2,0,3,4,3,4,4,6,5,6,6,6,7,6,8,-1,0.0
Q8IY81,847.0,pre-rRNA,LCRFinder,1,2,1,2,1,3,1,3,3,4,1,5,1,6,1,7,1,8,-1,0.0
Q15637,639.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,2,4,2,5,0,6,-1,0.0
Q8NDF8,572.0,diverse,LCRFinder,0,2,0,2,0,3,0,3,0,4,3,4,2,4,2,5,4,6,-1,0.0
O14787,897.0,mRNA,LCRFinder,0,2,2,2,2,3,4,3,4,4,6,5,6,6,6,7,6,8,-1,0.0
A0A7P0N5L0,480.0,unknown,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
Q6PIY7,484.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,7,4,7,5,7,6,-1,0.0
P21128,410.0,snoRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,1,0.9783084345478763
Q8NE35,698.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
Q9H3H3,292.0,unknown,LCRFinder,0,2,0,2,2,3,0,3,3,4,0,5,6,6,6,7,6,8,-1,0.0
Q5RKV6,272.0,diverse,LCRFinder,0,2,0,2,0,3,4,3,4,4,6,5,6,6,6,7,6,8,-1,0.0
P0C7P1,496.0,mRNA,LCRFinder,0,2,0,2,3,3,3,3,3,4,5,4,5,4,3,5,0,6,-1,0.0
Q9H9A5,744.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,2,4,2,5,4,6,-1,0.0
Q53R41,847.0,mRNA,LCRFinder,0,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
E7ERQ6,390.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,2,6,2,1.0
Q76FK4,1167.0,pre-rRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,6,5,6,6,6,7,6,8,-1,0.0
A0A0A0MSS9,486.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,2,6,2,1.0
O75460,977.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
D4PHA4,493.0,unknown,LCRFinder,0,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
Q96Q15,3661.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,6,5,6,6,6,7,6,8,-1,0.0
