protein_id,protein_length,cluster_id,n_lcr,lcr_residues,mean_lcr_length,coverage,multiplicity_cat,pos__domain_intrinsic,pos__domain_edge,pos__domain_adjacent,pos__interdomain_linker,pos__distal_terminal,sig__acidic_region,sig__arginine_rich_rna_contact_region,sig__aromatic_sticker_region,sig__basic_enriched_region,sig__cation_pi_rich_neighborhood,sig__disorder_rich_spacer_region,sig__glutamine_rich_region,sig__glycine_rich_region,sig__gs_rich_neutral_region,sig__hydrophobic_region,sig__mixed_charge_polyampholyte,sig__polar_linker,sig__proline_rich_disordered_region,sig__rg_rgg_repeat_region,sig__serine_rich_region,sig__sr_rs_repeat_region,sig__unmapped_physicochemical_properties,ncpr,fcr,is_medoid
O95985,862.0,1,8,227,28.375,0.2633410672853828,3+,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.01762114537444934,0.23788546255506604,False
O00410,1097.0,0,1,19,19.0,0.01731996353691887,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.05263157894736842,0.1578947368421053,False
P49642,420.0,1,1,17,17.0,0.04047619047619048,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2352941176470588,0.3529411764705883,False
Q9UL40,294.0,0,2,131,65.5,0.445578231292517,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08396946564885498,0.25190839694656486,False
Q9HCS7,855.0,1,1,14,14.0,0.016374269005847954,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2857142857142857,False
Q92879,486.0,0,2,272,136.0,0.5596707818930041,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01838235294117647,0.16544117647058826,False
Q6P2E9,1401.0,1,2,122,61.0,0.08708065667380442,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.01639344262295082,0.16393442622950818,False
Q9H4L7,1026.0,2,6,701,116.83333333333333,0.6832358674463938,3+,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-0.042796005706134094,0.2796005706134095,False
Q9UGY1,213.0,0,2,36,18.0,0.16901408450704225,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.6944444444444444,False
B0QYY4,370.0,1,1,21,21.0,0.05675675675675676,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1428571428571428,0.1428571428571428,False
Q7Z2Z2,1120.0,3,3,46,15.333333333333334,0.04107142857142857,3+,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.9308226515220113e-17,0.30434782608695654,False
P26358,1616.0,1,2,81,40.5,0.05012376237623763,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.012345679012345678,0.2592592592592593,False
Q9NV66,732.0,4,8,226,28.25,0.3087431693989071,3+,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.00884955752212389,0.3185840707964602,False
Q9NTZ6,932.0,0,9,239,26.555555555555557,0.25643776824034337,3+,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0.004184100418410041,0.08786610878661087,False
Q9H7N4,1312.0,1,4,246,61.5,0.1875,3+,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-0.13821138211382114,0.24390243902439024,False
Q96P70,1041.0,3,5,122,24.4,0.11719500480307397,3+,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.008196721311475409,0.23770491803278687,False
Q5T280,376.0,0,1,132,132.0,0.35106382978723405,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03787878787878788,0.1742424242424243,False
P49760,499.0,2,1,499,499.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05210420841683366,0.3326653306613226,False
Q12905,390.0,2,1,390,390.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.03333333333333333,0.2384615384615385,False
Q86Y13,1208.0,1,1,443,443.0,0.3667218543046358,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01354401805869074,0.2663656884875846,False
P62891,51.0,0,1,16,16.0,0.3137254901960784,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4375,0.4375,False
Q9NVH2,962.0,1,1,15,15.0,0.015592515592515593,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1333333333333333,False
Q9UPN6,1271.0,4,3,119,39.666666666666664,0.0936270653029111,3+,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.11764705882352941,0.20168067226890757,False
Q08211,1270.0,4,1,18,18.0,0.014173228346456693,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05555555555555555,0.1666666666666667,False
Q9NR48,2969.0,1,2,71,35.5,0.023913775682047826,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845070422535211,0.36619718309859156,False
Q9Y2W6,561.0,2,2,524,262.0,0.9340463458110517,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.05534351145038169,0.2805343511450381,False
Q9BYD2,267.0,2,1,267,267.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749063670411985,0.2771535580524345,False
Q5JPI9,236.0,2,1,236,236.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02966101694915254,0.2415254237288136,False
Q8IV42,348.0,1,1,103,103.0,0.2959770114942529,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04854368932038835,0.20388349514563112,False
Q14152,1382.0,4,3,1028,342.6666666666667,0.743849493487699,3+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.01556420233463035,0.519455252918288,False
O94874,794.0,1,2,394,197.0,0.49622166246851385,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010152284263959388,0.2639593908629442,False
Q9UNY4,1162.0,0,2,305,152.5,0.26247848537005164,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0065573770491803305,0.2360655737704918,False
Q5T481,1227.0,1,2,320,160.0,0.26079869600651995,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003125,0.090625,False
O60506,623.0,0,5,105,21.0,0.16853932584269662,3+,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.11428571428571428,0.26666666666666666,False
Q9UHI6,824.0,1,2,143,71.5,0.17354368932038836,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.020979020979020973,0.24475524475524477,False
Q96IP4,442.0,0,2,104,52.0,0.23529411764705882,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12500000000000003,0.16346153846153846,False
Q9H668,368.0,1,2,29,14.5,0.07880434782608696,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.06896551724137931,0.2068965517241379,False
Q14690,1871.0,1,1,21,21.0,0.01122394441475147,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09523809523809523,0.2857142857142857,False
Q5T5C7,536.0,0,4,60,15.0,0.11194029850746269,3+,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.10000000000000002,0.4,False
A0A0A0MRM9,708.0,3,4,70,17.5,0.09887005649717515,3+,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.3441315692866086e-18,0.37142857142857144,False
X6R7H2,631.0,3,4,89,22.25,0.1410459587955626,3+,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.03370786516853932,0.2808988764044944,False
Q5T8I9,393.0,1,1,18,18.0,0.04580152671755725,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666667,0.1666666666666667,False
O00442,366.0,1,1,15,15.0,0.040983606557377046,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1333333333333333,0.2666666666666667,False
Q9UKA9,531.0,0,1,30,30.0,0.05649717514124294,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03333333333333333,0.1666666666666667,False
Q9NXZ2,648.0,1,1,16,16.0,0.024691358024691357,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.1875,0.1875,False
Q4VXA5,237.0,1,1,21,21.0,0.08860759493670886,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047619047619047616,0.047619047619047616,False
Q5JSQ8,128.0,1,1,12,12.0,0.09375,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666667,0.3333333333333333,False
A2PYH4,1435.0,0,6,134,22.333333333333332,0.09337979094076655,3+,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.052238805970149266,0.30597014925373134,False
Q06787,632.0,0,2,137,68.5,0.21677215189873417,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.05109489051094892,0.3284671532846715,False
Q16206,610.0,1,1,41,41.0,0.06721311475409836,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02439024390243903,0.2682926829268293,False
Q8NC51,408.0,4,2,226,113.0,0.553921568627451,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.05752212389380531,0.3672566371681416,False
O15541,343.0,4,1,69,69.0,0.20116618075801748,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02898550724637681,0.3768115942028986,False
Q99459,802.0,0,2,283,141.5,0.35286783042394015,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.01060070671378092,0.36395759717314485,False
Q9Y399,296.0,3,6,245,40.833333333333336,0.8277027027027027,3+,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.024489795918367346,0.20408163265306123,False
Q13325,482.0,1,6,269,44.833333333333336,0.558091286307054,3+,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01486988847583643,0.2973977695167286,False
P09914,478.0,1,3,123,41.0,0.25732217573221755,3+,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.016260162601626018,0.2764227642276423,False
O14879,490.0,1,1,212,212.0,0.4326530612244898,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04716981132075472,0.2547169811320755,False
P09913,472.0,1,3,266,88.66666666666667,0.5635593220338984,3+,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.022556390977443608,0.3308270676691729,False
Q9GZR2,422.0,1,1,24,24.0,0.05687203791469194,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0.25,False
Q6P1L8,145.0,1,2,48,24.0,0.3310344827586207,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1458333333333333,0.1875,False
Q9NPJ8,142.0,1,1,13,13.0,0.09154929577464789,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.07692307692307693,0.2307692307692308,False
Q9NVS2,196.0,3,4,110,27.5,0.5612244897959183,3+,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.12727272727272726,0.23636363636363636,False
Q8N2G6,241.0,2,3,147,49.0,0.6099585062240664,3+,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08163265306122451,0.2585034013605442,False
O94829,963.0,3,12,542,45.166666666666664,0.5628245067497404,3+,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-0.025830258302583023,0.19557195571955718,False
A3KFL2,285.0,0,3,91,30.333333333333332,0.3192982456140351,3+,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.04395604395604396,0.3076923076923077,False
Q96IZ5,413.0,0,5,194,38.8,0.46973365617433416,3+,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.005154639175257732,0.3247422680412371,False
Q9BR11,485.0,3,6,138,23.0,0.2845360824742268,3+,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.05072463768115943,0.16666666666666663,False
P67809,324.0,4,2,31,15.5,0.09567901234567901,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.3225806451612903,False
Q14249,297.0,3,7,134,19.142857142857142,0.4511784511784512,3+,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-9.942295742911849e-18,0.20895522388059698,False
Q9H3H1,467.0,0,4,143,35.75,0.30620985010706636,3+,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.04895104895104895,0.24475524475524477,False
Q13823,731.0,4,1,23,23.0,0.03146374829001368,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17391304347826092,0.2608695652173913,False
Q9H9G7,860.0,3,7,128,18.285714285714285,0.14883720930232558,3+,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.046874999999999986,0.234375,False
Q9UL18,857.0,1,6,147,24.5,0.17152858809801633,3+,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.03401360544217687,0.23809523809523808,False
Q9HCK5,861.0,1,1,23,23.0,0.026713124274099883,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04347826086956523,0.1304347826086956,False
P50750,372.0,2,2,290,145.0,0.7795698924731183,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01724137931034482,0.23793103448275862,False
P46100,2492.0,1,2,318,159.0,0.1276083467094703,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.031446540880503145,0.3018867924528302,False
P54577,528.0,0,1,26,26.0,0.04924242424242424,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1538461538461539,0.3076923076923077,False
Q9BQ39,737.0,0,1,13,13.0,0.017639077340569877,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1538461538461539,0.1538461538461539,False
P62701,263.0,0,1,12,12.0,0.045627376425855515,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1666666666666667,False
Q08170,494.0,4,2,167,83.5,0.33805668016194335,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.28742514970059874,0.46706586826347307,False
Q9NX07,287.0,0,1,82,82.0,0.2857142857142857,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02439024390243903,0.21951219512195116,False
Q09161,790.0,1,1,13,13.0,0.016455696202531647,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1538461538461539,False
Q9NX05,1096.0,1,5,196,39.2,0.17883211678832117,3+,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.015306122448979591,0.1989795918367347,False
Q9H1J1,476.0,4,3,55,18.333333333333332,0.11554621848739496,3+,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.03636363636363636,0.32727272727272727,False
Q96T58,3664.0,0,7,972,138.85714285714286,0.2652838427947598,3+,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0051440329218107005,0.26440329218106995,False
Q5VYS8,1495.0,1,1,18,18.0,0.012040133779264214,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.1666666666666667,0.2777777777777778,False
Q8TEA1,469.0,1,2,30,15.0,0.06396588486140725,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0666666666666667,0.26666666666666666,False
Q9H4T2,348.0,1,2,29,14.5,0.08333333333333333,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13793103448275862,0.20689655172413793,False
P22314,1058.0,1,4,108,27.0,0.10207939508506617,3+,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.046296296296296294,0.17592592592592593,False
Q9Y2L1,958.0,4,1,13,13.0,0.013569937369519834,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.3076923076923077,False
Q9P2E9,1410.0,1,2,127,63.5,0.09007092198581561,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.11023622047244096,0.2992125984251969,False
Q5VUC9,145.0,1,2,40,20.0,0.27586206896551724,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025000000000000022,0.325,False
Q8N1G4,583.0,1,4,361,90.25,0.6192109777015438,3+,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.013850415512465374,0.3074792243767313,False
Q99633,342.0,0,4,113,28.25,0.3304093567251462,3+,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.061946902654867256,0.36283185840707965,False
O60293,1989.0,1,3,78,26.0,0.0392156862745098,3+,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.10256410256410256,0.28205128205128205,False
P51843,470.0,1,3,143,47.666666666666664,0.30425531914893617,3+,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.552759475000219e-18,0.1678321678321679,False
Q9UHK0,495.0,0,5,75,15.0,0.15151515151515152,3+,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09333333333333334,0.25333333333333335,False
Q5T6F2,1119.0,1,3,55,18.333333333333332,0.049151027703306524,3+,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.05454545454545454,0.12727272727272726,False
Q9BRS2,568.0,2,2,401,200.5,0.7059859154929577,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024937655860349127,0.29675810473815467,False
P62753,249.0,4,1,16,16.0,0.0642570281124498,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.125,0.25,False
Q9H5H4,540.0,1,3,93,31.0,0.17222222222222222,3+,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.16129032258064513,0.2903225806451613,False
O75475,530.0,4,3,265,88.33333333333333,0.5,3+,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.007547169811320748,0.3924528301886792,False
Q16594,264.0,2,1,235,235.0,0.8901515151515151,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.05531914893617021,0.1829787234042553,False
J3KPI1,630.0,3,4,212,53.0,0.33650793650793653,3+,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0330188679245283,0.25,False
Q58A45,887.0,2,2,583,291.5,0.657271702367531,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.022298456260720412,0.16638078902229847,False
O75648,421.0,0,1,183,183.0,0.4346793349168646,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01639344262295082,0.2240437158469945,False
Q6UX04,472.0,4,1,460,460.0,0.9745762711864406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.03695652173913044,0.3717391304347826,False
O96006,694.0,0,1,361,361.0,0.5201729106628242,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03878116343490304,0.2548476454293629,False
Q9NS39,739.0,1,1,91,91.0,0.12313937753721245,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1318681318681319,0.3076923076923077,False
P62995,288.0,2,1,242,242.0,0.8402777777777778,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1528925619834711,0.3512396694214876,False
Q9NR90,486.0,0,1,246,246.0,0.5061728395061729,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02439024390243903,0.1300813008130081,False
A0A5K1VW79,999.0,0,2,369,184.5,0.36936936936936937,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018970189701897018,0.24661246612466128,False
P46087,812.0,2,2,640,320.0,0.7881773399014779,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0015624999999999973,0.3015625,False
Q9P2P1,1898.0,1,1,17,17.0,0.008956796628029505,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529411764705,0.1764705882352941,False
O60287,2271.0,3,16,275,17.1875,0.1210920299427565,3+,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,-0.0509090909090909,0.20363636363636364,False
O43148,476.0,0,1,10,10.0,0.02100840336134454,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.2,False
A0A140T8Y2,407.0,1,1,19,19.0,0.04668304668304668,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1052631578947368,0.1052631578947368,False
Q96M93,576.0,0,1,91,91.0,0.1579861111111111,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02197802197802198,0.21978021978021983,False
Q53F19,620.0,1,2,24,12.0,0.03870967741935484,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.700743415417188e-17,0.25,False
A0A0A0MRZ1,733.0,4,2,24,12.0,0.03274215552523874,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.041666666666666664,0.041666666666666664,False
P41250,739.0,3,15,294,19.6,0.39783491204330174,3+,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.010204081632653067,0.23469387755102042,False
Q8N163,923.0,3,7,165,23.571428571428573,0.17876489707475623,3+,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.012121212121212121,0.19393939393939394,False
Q6ZN19,808.0,0,3,53,17.666666666666668,0.0655940594059406,3+,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07547169811320754,0.2641509433962264,False
Q96L91,3159.0,1,4,103,25.75,0.03260525482747705,3+,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.02912621359223301,0.1650485436893204,False
Q8IYL2,757.0,4,1,15,15.0,0.019815059445178335,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.4666666666666667,False
A0A2U3TZN1,101.0,0,2,28,14.0,0.27722772277227725,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.035714285714285685,0.32142857142857145,False
P40429,203.0,0,4,95,23.75,0.46798029556650245,3+,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2631578947368421,0.4105263157894737,False
Q7Z6M4,381.0,2,1,377,377.0,0.989501312335958,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.07161803713527852,0.3315649867374005,False
Q9BUJ2,856.0,0,1,12,12.0,0.014018691588785047,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666667,0.5,False
Q9UPU9,718.0,1,2,37,18.5,0.05153203342618384,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02702702702702702,0.13513513513513511,False
Q5MCW4,686.0,4,3,58,19.333333333333332,0.08454810495626822,3+,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.3103448275862069,False
Q9NYF8,920.0,1,1,18,18.0,0.01956521739130435,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3333333333333333,0.3333333333333333,False
Q66PJ3,237.0,0,1,13,13.0,0.05485232067510549,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5384615384615384,0.5384615384615384,False
Q13595,282.0,0,1,25,25.0,0.08865248226950355,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.2,False
P29728,719.0,0,2,60,30.0,0.08344923504867872,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.26666666666666666,False
Q9HD33,250.0,3,5,112,22.4,0.448,3+,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16071428571428573,0.30357142857142855,False
P55010,431.0,1,1,3,3.0,0.0069605568445475635,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,False
Q9H0A6,362.0,1,1,14,14.0,0.03867403314917127,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1428571428571428,0.2857142857142857,False
Q9UIF8,2168.0,4,1,166,166.0,0.07656826568265683,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.01807228915662651,0.3554216867469879,False
Q9Y291,106.0,2,1,106,106.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12264150943396232,0.36792452830188677,False
J3KPP4,489.0,2,2,434,217.0,0.8875255623721882,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.06682027649769585,0.47235023041474655,False
Q9ULR0,285.0,0,1,111,111.0,0.3894736842105263,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.04504504504504504,0.3693693693693694,False
