protein_id,protein_length,cluster_id,n_lcr,lcr_residues,mean_lcr_length,coverage,multiplicity_cat,pos__domain_intrinsic,pos__domain_edge,pos__domain_adjacent,pos__interdomain_linker,pos__distal_terminal,sig__acidic_region,sig__arginine_rich_rna_contact_region,sig__aromatic_aggregation_prone_region,sig__aromatic_sticker_region,sig__basic_enriched_region,sig__cation_pi_rich_neighborhood,sig__disorder_rich_spacer_region,sig__glutamine_rich_region,sig__gs_rich_neutral_region,sig__hydrophobic_region,sig__mixed_charge_polyampholyte,sig__polar_linker,sig__proline_rich_disordered_region,sig__rg_rgg_repeat_region,sig__serine_rich_region,sig__sr_rs_repeat_region,sig__unmapped_physicochemical_properties,ncpr,fcr,is_medoid
Q15910,746.0,1,2,67,33.5,0.08981233243967829,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3582089552238806,0.6567164179104478,False
Q8NAF0,562.0,2,5,176,35.2,0.31316725978647686,3+,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.04545454545454544,0.22727272727272727,False
Q6ZP01,1051.0,3,2,798,399.0,0.7592768791627021,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05263157894736842,0.26065162907268175,False
Q96SI9,672.0,0,2,119,59.5,0.17708333333333334,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.05042016806722692,0.16806722689075626,False
Q9Y3A4,280.0,1,2,95,47.5,0.3392857142857143,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06315789473684212,0.5052631578947369,False
Q15050,365.0,4,1,193,193.0,0.5287671232876713,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2020725388601036,0.3575129533678756,False
P05387,115.0,2,2,54,27.0,0.46956521739130436,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.1111111111111111,0.2962962962962963,False
Q07864,2286.0,1,1,37,37.0,0.016185476815398076,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5135135135135135,0.6216216216216216,False
Q9H9L3,353.0,0,1,163,163.0,0.46175637393767704,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1717791411042945,0.294478527607362,False
Q9BWU0,742.0,0,2,496,248.0,0.6684636118598383,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.07862903225806452,0.38508064516129026,False
Q8TDD1,881.0,4,1,294,294.0,0.3337116912599319,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1156462585034014,0.4013605442176871,False
Q14258,630.0,0,1,169,169.0,0.26825396825396824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.04733727810650887,0.378698224852071,False
Q96MX3,618.0,0,2,100,50.0,0.16181229773462782,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.02,0.12000000000000002,False
Q7Z7H8,261.0,2,1,18,18.0,0.06896551724137931,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05555555555555555,0.05555555555555555,False
Q8WWY3,499.0,1,1,29,29.0,0.05811623246492986,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5172413793103449,0.5172413793103449,False
Q9BUR4,548.0,1,2,114,57.0,0.20802919708029197,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.20175438596491227,0.2894736842105263,False
Q02040,695.0,4,2,390,195.0,0.5611510791366906,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.11025641025641028,0.47435897435897434,False
P52272,730.0,0,2,182,91.0,0.2493150684931507,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.14285714285714285,False
Q92615,738.0,0,1,276,276.0,0.37398373983739835,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05434782608695652,0.2282608695652174,False
Q69YN2,538.0,2,1,15,15.0,0.027881040892193308,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0.2,False
P49759,484.0,4,1,117,117.0,0.24173553719008264,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1709401709401709,0.358974358974359,False
Q86XZ4,545.0,0,1,475,475.0,0.8715596330275229,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01684210526315789,0.2568421052631579,False
Q8NDV7,1962.0,3,3,1972,657.3333333333334,1.0050968399592253,3+,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0005070993914807302,0.18306288032454354,False
Q7Z6J9,526.0,3,1,58,58.0,0.11026615969581749,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08620689655172414,0.43103448275862066,False
Q6P9B9,1019.0,2,3,55,18.333333333333332,0.053974484789008834,3+,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.01818181818181818,0.01818181818181818,False
Q9NRA8,985.0,0,2,232,116.0,0.23553299492385787,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.02586206896551724,0.3706896551724138,False
Q9UBC3,853.0,0,2,219,109.5,0.2567409144196952,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.0273972602739726,0.273972602739726,False
O94992,359.0,0,1,327,327.0,0.9108635097493036,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.07033639143730887,0.3700305810397553,False
P98175,930.0,1,3,507,169.0,0.5451612903225806,3+,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.04536489151873767,0.32938856015779094,False
A4D1E1,1349.0,3,3,651,217.0,0.4825796886582654,3+,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041474654377880185,0.2749615975422427,False
Q9Y295,367.0,2,1,10,10.0,0.027247956403269755,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.1,0.1,False
Q6ZN04,569.0,2,2,279,139.5,0.4903339191564148,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.014336917562724014,0.10035842293906813,False
Q9UJV9,622.0,0,1,121,121.0,0.1945337620578778,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.09090909090909091,0.4545454545454545,False
B0QYK0,618.0,2,2,492,246.0,0.7961165048543689,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.020325203252032534,0.1219512195121951,False
P26641,437.0,4,1,68,68.0,0.15560640732265446,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.01470588235294118,0.5147058823529411,False
Q14147,1143.0,3,1,90,90.0,0.07874015748031496,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1222222222222222,0.4111111111111111,False
Q8N5A5,531.0,1,3,187,62.333333333333336,0.352165725047081,3+,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.11764705882352941,0.32085561497326204,False
Q8IYY4,767.0,0,3,405,135.0,0.5280312907431551,3+,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.022222222222222216,0.3382716049382715,False
Q9H0L4,616.0,2,2,199,99.5,0.32305194805194803,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.02512562814070352,0.05527638190954774,False
Q00577,322.0,1,2,98,49.0,0.30434782608695654,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.07142857142857142,0.21428571428571427,False
Q9NQ50,206.0,4,1,88,88.0,0.42718446601941745,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.5113636363636364,False
F8W6I7,307.0,0,1,110,110.0,0.3583061889250814,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.03636363636363636,0.10909090909090911,False
Q86WX3,136.0,4,1,93,93.0,0.6838235294117647,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24731182795698922,0.3978494623655914,False
Q8WXA9,508.0,1,1,358,358.0,0.7047244094488189,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1592178770949721,0.5949720670391061,False
Q2NKX8,1250.0,3,1,462,462.0,0.3696,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.08225108225108226,0.2813852813852814,False
Q9BZC1,486.0,3,1,148,148.0,0.3045267489711934,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01351351351351351,0.01351351351351351,False
Q92973,898.0,1,2,99,49.5,0.11024498886414254,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.23232323232323235,0.43434343434343436,False
Q6PKG0,1096.0,1,5,226,45.2,0.2062043795620438,3+,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.026548672566371688,0.37168141592920356,False
O15523,660.0,3,2,145,72.5,0.2196969696969697,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08275862068965517,0.2206896551724138,False
O43143,795.0,3,2,80,40.0,0.10062893081761007,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.012499999999999999,0.5125,False
Q13523,1007.0,4,1,576,576.0,0.5719960278053625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.171875,0.4774305555555556,False
Q5TBB1,312.0,4,1,66,66.0,0.21153846153846154,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1515151515151515,0.4242424242424243,False
P82979,210.0,1,1,67,67.0,0.319047619047619,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.208955223880597,0.5074626865671642,False
Q8N3Z6,543.0,4,2,329,164.5,0.6058931860036832,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.009118541033434683,0.3981762917933131,False
A2RTX5,802.0,3,1,51,51.0,0.06359102244389027,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.05882352941176471,0.4117647058823529,False
Q9NVN8,582.0,4,2,140,70.0,0.24054982817869416,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.08571428571428572,0.44285714285714284,False
Q8TAQ5,688.0,1,1,47,47.0,0.06831395348837209,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148936170212766,0.44680851063829785,False
Q8WU90,426.0,0,2,383,191.5,0.8990610328638498,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.03916449086161876,0.4412532637075718,False
Q8TDN6,353.0,4,1,78,78.0,0.22096317280453256,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1794871794871795,0.4615384615384616,False
Q9Y388,322.0,1,1,204,204.0,0.6335403726708074,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1225490196078431,0.5049019607843137,False
Q14684,758.0,4,1,124,124.0,0.16358839050131926,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1129032258064516,0.4032258064516129,False
Q86U06,439.0,2,2,147,73.5,0.3348519362186788,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.14285714285714285,0.2925170068027211,False
Q9BV44,507.0,4,1,35,35.0,0.06903353057199212,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2857142857142857,0.5142857142857142,False
Q6IEG0,339.0,3,1,89,89.0,0.26253687315634217,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.07865168539325842,0.550561797752809,False
P06748,294.0,1,3,126,42.0,0.42857142857142855,3+,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.23809523809523808,0.5555555555555556,False
Q8NEF9,429.0,0,1,234,234.0,0.5454545454545454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004273504273504274,0.3632478632478632,False
Q13485,552.0,3,3,196,65.33333333333333,0.35507246376811596,3+,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.030612244897959183,0.061224489795918366,False
P60323,173.0,2,1,16,16.0,0.09248554913294797,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,0.1875,False
P52756,815.0,3,3,580,193.33333333333334,0.7116564417177914,3+,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.024137931034482755,0.33793103448275863,False
H7BXY3,1166.0,1,1,13,13.0,0.011149228130360206,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7692307692307693,0.9230769230769231,False
Q04637,1599.0,0,5,653,130.6,0.4083802376485303,3+,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.06584992343032159,0.29555895865237364,False
Q9UPY3,1922.0,1,4,320,80.0,0.16649323621227888,3+,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146875,0.328125,False
P49761,490.0,4,1,117,117.0,0.23877551020408164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2393162393162393,0.4444444444444444,False
Q5T619,568.0,1,1,226,226.0,0.397887323943662,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.06637168141592921,0.2168141592920354,False
Q6ZN17,250.0,0,1,70,70.0,0.28,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.014285714285714292,0.2428571428571429,False
Q96MT3,831.0,0,2,334,167.0,0.4019253910950662,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.02694610778443114,0.3023952095808383,False
Q9UJV8,347.0,2,1,17,17.0,0.04899135446685879,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1764705882352941,0.1764705882352941,False
Q14157,1087.0,0,3,874,291.3333333333333,0.8040478380864765,3+,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.0022883295194508014,0.14874141876430205,False
Q8WW36,166.0,2,1,31,31.0,0.18674698795180722,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1612903225806452,0.1612903225806452,False
Q5T9H5,84.0,2,1,22,22.0,0.2619047619047619,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1363636363636364,0.22727272727272727,False
Q969Q0,106.0,4,1,95,95.0,0.8962264150943396,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2842105263157895,0.4105263157894737,False
P46778,160.0,4,1,46,46.0,0.2875,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2391304347826087,0.5,False
P05386,114.0,2,2,61,30.5,0.5350877192982456,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.08196721311475409,0.2459016393442623,False
Q9NR30,783.0,1,2,219,109.5,0.2796934865900383,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.08219178082191782,0.4748858447488584,False
Q8TEX9,1081.0,1,2,58,29.0,0.05365402405180388,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.603448275862069,0.6379310344827587,False
P22626,353.0,0,1,149,149.0,0.42209631728045327,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.013422818791946308,0.08053691275167785,False
Q86TS9,123.0,4,1,27,27.0,0.21951219512195122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.03703703703703703,0.3333333333333333,False
Q8NI27,1593.0,1,4,552,138.0,0.3465160075329567,3+,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.05434782608695652,0.47101449275362317,False
Q8IWR0,971.0,3,1,139,139.0,0.1431513903192585,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02877697841726619,0.1294964028776978,False
Q03468,1493.0,1,3,621,207.0,0.4159410582719357,3+,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.004830917874396132,0.35909822866344604,False
Q9H0Z9,239.0,3,1,32,32.0,0.13389121338912133,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q13283,466.0,1,3,172,57.333333333333336,0.36909871244635195,3+,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.1569767441860465,0.2965116279069767,False
Q9HAU5,1272.0,0,4,439,109.75,0.345125786163522,3+,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.10933940774487473,0.5056947608200456,False
P62854,115.0,0,1,18,18.0,0.1565217391304348,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.2222222222222222,False
J3KP02,692.0,0,2,405,202.5,0.5852601156069365,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.037037037037037035,0.4024691358024691,False
Q14204,4646.0,4,1,99,99.0,0.021308652604390875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0202020202020202,0.4444444444444444,False
P18583,2426.0,4,4,1569,392.25,0.6467436108821105,3+,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.0025493945188017836,0.2587635436583811,False
P26599,557.0,2,2,105,52.5,0.18850987432675045,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.009523809523809526,0.02857142857142857,False
Q6NZI2,390.0,0,1,193,193.0,0.4948717948717949,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06217616580310881,0.4663212435233161,False
P23246,707.0,3,4,524,131.0,0.7411598302687411,3+,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.009541984732824428,0.20419847328244276,False
P78362,688.0,1,3,304,101.33333333333333,0.4418604651162791,3+,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.13486842105263155,0.34539473684210525,False
Q32P51,320.0,0,1,123,123.0,0.384375,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.02439024390243903,0.1056910569105691,False
O00410,1097.0,1,2,56,28.0,0.05104831358249772,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.42857142857142855,0.5714285714285714,False
Q12904,312.0,4,1,31,31.0,0.09935897435897435,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1612903225806452,0.6129032258064516,False
Q9HCS7,855.0,1,1,71,71.0,0.08304093567251462,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2112676056338028,0.4084507042253521,False
Q92879,486.0,2,2,186,93.0,0.38271604938271603,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-7.162729191130042e-18,0.053763440860215055,False
O75179,2603.0,0,7,1266,180.85714285714286,0.4863618901267768,3+,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0.01579778830963665,0.1943127962085308,False
Q6P2E9,1401.0,0,2,428,214.0,0.30549607423269093,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.025700934579439255,0.21261682242990654,False
Q9H4L7,1026.0,3,1,372,372.0,0.36257309941520466,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.09408602150537634,0.3467741935483871,False
Q9UGY1,213.0,4,2,139,69.5,0.6525821596244131,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.12949640287769787,0.4892086330935252,False
Q86XP3,938.0,3,2,373,186.5,0.3976545842217484,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.06434316353887398,0.30563002680965146,False
B0QYY4,370.0,2,1,47,47.0,0.12702702702702703,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0851063829787234,0.1276595744680851,False
Q7Z2Z2,1120.0,0,1,78,78.0,0.06964285714285715,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.05128205128205128,0.3333333333333333,False
P26358,1616.0,4,2,362,181.0,0.22400990099009901,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.055248618784530384,0.48066298342541436,False
Q9NV66,732.0,1,1,77,77.0,0.1051912568306011,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2467532467532468,0.4805194805194805,False
Q9NTZ6,932.0,0,3,396,132.0,0.4248927038626609,3+,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1.1214373986112693e-18,0.050505050505050504,False
Q9UN86,482.0,1,3,227,75.66666666666667,0.470954356846473,3+,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.08810572687224666,0.3436123348017621,False
Q9BXY0,300.0,1,1,155,155.0,0.5166666666666667,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1806451612903226,0.5032258064516129,False
Q9H7N4,1312.0,0,2,1079,539.5,0.8224085365853658,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.020389249304911955,0.2947173308619091,False
P36776,959.0,0,3,190,63.333333333333336,0.1981230448383733,3+,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.04210526315789474,0.4,False
Q9BZE4,634.0,1,2,278,139.0,0.4384858044164038,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007194244604316547,0.46043165467625896,False
Q8IWZ3,2542.0,0,5,1300,260.0,0.5114083398898505,3+,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0.006153846153846154,0.18769230769230769,False
P55884,814.0,1,2,229,114.5,0.28132678132678135,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.12227074235807864,0.35807860262008734,False
P11387,765.0,0,2,414,207.0,0.5411764705882353,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.057971014492753624,0.5072463768115942,False
O14602,144.0,1,1,28,28.0,0.19444444444444445,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5357142857142857,0.5357142857142857,False
Q96P70,1041.0,1,1,64,64.0,0.06147934678194044,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.40625,0.46875,False
Q5T280,376.0,1,1,50,50.0,0.13297872340425532,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.64,False
P49760,499.0,4,1,138,138.0,0.27655310621242485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2318840579710145,0.463768115942029,False
Q12905,390.0,1,2,57,28.5,0.14615384615384616,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.15789473684210534,0.47368421052631576,False
Q86Y13,1208.0,0,2,131,65.5,0.10844370860927152,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.061068702290076333,0.3816793893129772,False
Q9UPR3,1016.0,1,3,360,120.0,0.3543307086614173,3+,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.1277777777777778,0.3277777777777777,False
Q9UQ84,846.0,0,1,431,431.0,0.5094562647754137,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.002320185614849188,0.2668213457076566,False
Q9H583,2144.0,4,1,21,21.0,0.009794776119402986,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1428571428571428,0.4285714285714285,False
P09874,1014.0,3,1,65,65.0,0.0641025641025641,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.06153846153846154,0.5538461538461539,False
P07814,1512.0,0,1,259,259.0,0.1712962962962963,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.03861003861003861,0.3474903474903475,False
Q9Y3B9,282.0,1,2,195,97.5,0.6914893617021277,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.005128205128205092,0.4358974358974359,False
Q9NVH2,962.0,4,1,26,26.0,0.02702702702702703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.1538461538461539,False
Q9UPN6,1271.0,0,4,523,130.75,0.4114870180959874,3+,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.022944550669216062,0.1835564053537285,False
P12270,2363.0,0,2,2729,1364.5,1.1548878544223444,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.07695126419934042,0.3151337486258703,False
Q5T5J6,900.0,0,1,302,302.0,0.33555555555555555,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1059602649006623,0.3576158940397351,False
Q7Z2T5,733.0,2,1,60,60.0,0.08185538881309687,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.05,0.1166666666666667,False
Q08211,1270.0,3,2,117,58.5,0.09212598425196851,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.05128205128205128,0.2222222222222222,False
